date,campaign_id,campaign_name,ad_group_id,ad_group_name,keyword,match_type,apps,approved,funded,production,value
2025-12-01,23228929821,KCU - Personal - Brand,185493406502,General Banking,kitsap community credit union,PHRASE,0.8012,0.0295,0.0168,98.174,34.2601
2025-12-01,23228929821,KCU - Personal - Brand,185493406502,General Banking,kitsap credit union,PHRASE,37.8847,1.3969,0.7948,4642.2018,1620.005
2025-12-01,23228929821,KCU - Personal - Brand,185493406542,Personal Banking,kitsap credit union accounts,PHRASE,0.5583,0.0206,0.0117,68.4073,23.8723
2025-12-01,23228929821,KCU - Personal - Brand,185493406462,Banking Location,kitsap credit union bainbridge,PHRASE,0.1461,0.0054,0.0031,17.9013,6.2471
2025-12-01,23228929821,KCU - Personal - Brand,185493406542,Personal Banking,kitsap credit union banking,PHRASE,2.4033,0.0886,0.0504,294.489,102.7688
2025-12-01,23228929821,KCU - Personal - Brand,185493406462,Banking Location,kitsap credit union belfair,PHRASE,0.5245,0.0193,0.011,64.2734,22.4297
2025-12-01,23228929821,KCU - Personal - Brand,185493406462,Banking Location,kitsap credit union branches,PHRASE,2.9288,0.108,0.0614,358.8794,125.2394
2025-12-01,23228929821,KCU - Personal - Brand,185493406462,Banking Location,kitsap credit union bremerton,PHRASE,2.2482,0.0829,0.0472,275.485,96.1369
2025-12-01,23228929821,KCU - Personal - Brand,185493406462,Banking Location,kitsap credit union gig harbor,PHRASE,0.7413,0.0273,0.0156,90.8382,31.7001
2025-12-01,23228929821,KCU - Personal - Brand,185493406462,Banking Location,kitsap credit union kingston,PHRASE,0.4187,0.0154,0.0088,51.3106,17.906
2025-12-01,23228929821,KCU - Personal - Brand,185493406462,Banking Location,kitsap credit union locations,PHRASE,1.5821,0.0583,0.0332,193.8662,67.6542
2025-12-01,23228929821,KCU - Personal - Brand,185493406542,Personal Banking,kitsap credit union membership,PHRASE,0.0668,0.0025,0.0014,8.1866,2.8569
2025-12-01,23228929821,KCU - Personal - Brand,185493406462,Banking Location,kitsap credit union near me,PHRASE,1.5582,0.0575,0.0327,190.9379,66.6322
2025-12-01,23228929821,KCU - Personal - Brand,185493406502,General Banking,kitsap credit union online banking,PHRASE,0.3527,0.013,0.0074,43.2206,15.0829
2025-12-01,23228929821,KCU - Personal - Brand,185493406462,Banking Location,kitsap credit union port hadlock,PHRASE,0.0336,0.0012,0.0007,4.112,1.435
2025-12-01,23228929821,KCU - Personal - Brand,185493406462,Banking Location,kitsap credit union port orchard,PHRASE,3.3745,0.1244,0.0708,413.4896,144.2969
2025-12-01,23228929821,KCU - Personal - Brand,185493406462,Banking Location,kitsap credit union port townsend,PHRASE,1.1492,0.0424,0.0241,140.8127,49.1399
2025-12-01,23228929821,KCU - Personal - Brand,185493406462,Banking Location,kitsap credit union poulsbo,PHRASE,1.6146,0.0595,0.0339,197.8461,69.043
2025-12-01,23228929821,KCU - Personal - Brand,185493406462,Banking Location,kitsap credit union puyallup,PHRASE,0.6845,0.0252,0.0144,83.8787,29.2714
2025-12-01,23228929821,KCU - Personal - Brand,185493406542,Personal Banking,kitsap credit union rates,PHRASE,1.4871,0.0548,0.0312,182.2203,63.59
2025-12-01,23228929821,KCU - Personal - Brand,185493406462,Banking Location,kitsap credit union silverdale,PHRASE,3.4968,0.1289,0.0734,428.4848,149.5298
2025-12-01,23228929821,KCU - Personal - Brand,185493406502,General Banking,kitsap cu,PHRASE,3.5959,0.1326,0.0754,440.6226,153.7656
2025-12-01,23228929821,KCU - Personal - Brand,185493406502,General Banking,kitsap federal credit union,PHRASE,1.3818,0.051,0.029,169.3188,59.0878
2025-12-01,23229263037,KCU - Business - Brand,,(no keyword data),(no keyword data),,1.446,0.0299,0.0,0.0,0.0
2025-12-01,23238626386,KCU - Personal - NB,185493406742,Digital Accounts,banking app,PHRASE,0.2403,0.0019,0.0012,10.2244,1.9522
2025-12-01,23238626386,KCU - Personal - NB,189213901175,Certificates,best cd rates,PHRASE,0.6023,0.0046,0.0029,25.6221,4.8922
2025-12-01,23238626386,KCU - Personal - NB,189213901175,Certificates,best cd rates,BROAD,1.0704,0.0082,0.0052,45.535,8.6943
2025-12-01,23238626386,KCU - Personal - NB,185493406782,Checking Accounts,best checking account,PHRASE,0.0,0.0,0.0,0.0,0.0
2025-12-01,23238626386,KCU - Personal - NB,189213901335,Money Market Accounts,best money market account,BROAD,0.2244,0.0017,0.0011,9.5458,1.8226
2025-12-01,23238626386,KCU - Personal - NB,189213901335,Money Market Accounts,best money market account,PHRASE,0.0238,0.0002,0.0001,1.0141,0.1936
