date,campaign_id,campaign_name,ad_group_id,ad_group_name,keyword,match_type,apps,approved,funded,production,value
2026-01-01,23228929821,KCU - Personal - Brand,185493406502,General Banking,kitsap community credit union,PHRASE,0.8635,0.0553,0.0254,248.5163,100.7715
2026-01-01,23228929821,KCU - Personal - Brand,185493406502,General Banking,kitsap credit union,PHRASE,39.8184,2.5506,1.169,11460.4414,4647.123
2026-01-01,23228929821,KCU - Personal - Brand,185493406542,Personal Banking,kitsap credit union accounts,PHRASE,1.0569,0.0677,0.031,304.2,123.3508
2026-01-01,23228929821,KCU - Personal - Brand,185493406462,Banking Location,kitsap credit union bainbridge,PHRASE,0.0618,0.004,0.0018,17.79,7.2137
2026-01-01,23228929821,KCU - Personal - Brand,185493406542,Personal Banking,kitsap credit union banking,PHRASE,0.9763,0.0625,0.0287,281.0056,113.9456
2026-01-01,23228929821,KCU - Personal - Brand,185493406462,Banking Location,kitsap credit union belfair,PHRASE,0.1162,0.0074,0.0034,33.4495,13.5635
2026-01-01,23228929821,KCU - Personal - Brand,185493406462,Banking Location,kitsap credit union branches,PHRASE,2.2185,0.1421,0.0651,638.5321,258.92
2026-01-01,23228929821,KCU - Personal - Brand,185493406462,Banking Location,kitsap credit union bremerton,PHRASE,0.6687,0.0428,0.0196,192.477,78.048
2026-01-01,23228929821,KCU - Personal - Brand,185493406462,Banking Location,kitsap credit union gig harbor,PHRASE,0.645,0.0413,0.0189,185.64,75.2756
2026-01-01,23228929821,KCU - Personal - Brand,185493406462,Banking Location,kitsap credit union kingston,PHRASE,0.1613,0.0103,0.0047,46.4334,18.8284
2026-01-01,23228929821,KCU - Personal - Brand,185493406462,Banking Location,kitsap credit union locations,PHRASE,2.3114,0.1481,0.0679,665.254,269.7555
2026-01-01,23228929821,KCU - Personal - Brand,185493406462,Banking Location,kitsap credit union near me,PHRASE,1.6613,0.1064,0.0488,478.1401,193.8822
2026-01-01,23228929821,KCU - Personal - Brand,185493406502,General Banking,kitsap credit union online banking,PHRASE,0.8655,0.0554,0.0254,249.0943,101.0059
2026-01-01,23228929821,KCU - Personal - Brand,185493406462,Banking Location,kitsap credit union port hadlock,PHRASE,0.4939,0.0316,0.0145,142.155,57.6428
2026-01-01,23228929821,KCU - Personal - Brand,185493406462,Banking Location,kitsap credit union port orchard,PHRASE,2.1005,0.1346,0.0617,604.5657,245.1469
2026-01-01,23228929821,KCU - Personal - Brand,185493406462,Banking Location,kitsap credit union port townsend,PHRASE,0.8893,0.057,0.0261,255.9523,103.7867
2026-01-01,23228929821,KCU - Personal - Brand,185493406462,Banking Location,kitsap credit union poulsbo,PHRASE,0.8496,0.0544,0.0249,244.53,99.1551
2026-01-01,23228929821,KCU - Personal - Brand,185493406462,Banking Location,kitsap credit union puyallup,PHRASE,0.6443,0.0413,0.0189,185.4483,75.1979
2026-01-01,23228929821,KCU - Personal - Brand,185493406542,Personal Banking,kitsap credit union rates,PHRASE,1.5358,0.0984,0.0451,442.0315,179.2404
2026-01-01,23228929821,KCU - Personal - Brand,185493406542,Personal Banking,kitsap credit union services,PHRASE,0.0,0.0,0.0,0.0,0.0
2026-01-01,23228929821,KCU - Personal - Brand,185493406462,Banking Location,kitsap credit union silverdale,PHRASE,3.4352,0.22,0.1009,988.7157,400.9168
2026-01-01,23228929821,KCU - Personal - Brand,185493406502,General Banking,kitsap cu,PHRASE,2.0849,0.1335,0.0612,600.0598,243.3197
2026-01-01,23228929821,KCU - Personal - Brand,185493406502,General Banking,kitsap federal credit union,PHRASE,1.1677,0.0748,0.0343,336.0826,136.279
2026-01-01,23229263037,KCU - Business - Brand,,(no keyword data),(no keyword data),,1.1105,0.0159,0.0095,0.0,14.2782
2026-01-01,23238626386,KCU - Personal - NB,185493406742,Digital Accounts,banking app,PHRASE,0.0,0.0,0.0,0.0,0.0
2026-01-01,23238626386,KCU - Personal - NB,189213901175,Certificates,best cd rates,PHRASE,1.1354,0.0158,0.0079,3.9424,11.8272
