date,campaign_id,campaign_name,ad_group_id,ad_group_name,keyword,match_type,apps,approved,funded,production,value
2025-11-06,23238626386,KCU - Personal - NB,189213901175,Certificates,best cd rates,BROAD,0.0026,0.0,0.0,0.0,0.0048
2025-11-06,23238626386,KCU - Personal - NB,185493406782,Checking Accounts,best checking account,PHRASE,0.0,0.0,0.0,0.0,0.0
2025-11-06,23238626386,KCU - Personal - NB,189213901335,Money Market Accounts,best money market account,BROAD,0.0,0.0,0.0,0.0,0.0001
2025-11-06,23238626386,KCU - Personal - NB,185493406942,Savings Accounts,best savings account,PHRASE,0.0003,0.0,0.0,0.0,0.0006
2025-11-06,23238626386,KCU - Personal - NB,189213901175,Certificates,cd rates,BROAD,0.0218,0.0,0.0,0.0,0.0405
2025-11-06,23238626386,KCU - Personal - NB,189213901175,Certificates,certificate accounts,BROAD,0.0005,0.0,0.0,0.0,0.0009
2025-11-06,23238626386,KCU - Personal - NB,189213901175,Certificates,certificate of deposit,BROAD,0.0021,0.0,0.0,0.0,0.0038
2025-11-06,23238626386,KCU - Personal - NB,189213901175,Certificates,certificate of deposit rates,BROAD,0.0012,0.0,0.0,0.0,0.0023
2025-11-06,23238626386,KCU - Personal - NB,185493406782,Checking Accounts,checking account,PHRASE,0.0021,0.0,0.0,0.0,0.0039
2025-11-06,23238626386,KCU - Personal - NB,189213901175,Certificates,credit union cd rates,BROAD,0.0014,0.0,0.0,0.0,0.0026
2025-11-06,23238626386,KCU - Personal - NB,189213901335,Money Market Accounts,credit union money market,BROAD,0.0004,0.0,0.0,0.0,0.0007
2025-11-06,23238626386,KCU - Personal - NB,185493406942,Savings Accounts,credit union savings account,PHRASE,0.0,0.0,0.0,0.0,0.0001
2025-11-06,23238626386,KCU - Personal - NB,185493406742,Digital Accounts,digital banking,PHRASE,0.0,0.0,0.0,0.0,0.0
2025-11-06,23238626386,KCU - Personal - NB,185493406782,Checking Accounts,free checking account,PHRASE,0.0,0.0,0.0,0.0,0.0
2025-11-06,23238626386,KCU - Personal - NB,189213901335,Money Market Accounts,high yield money market,BROAD,0.0,0.0,0.0,0.0,0.0001
2025-11-06,23238626386,KCU - Personal - NB,185493406942,Savings Accounts,high yield savings account,PHRASE,0.0066,0.0,0.0,0.0,0.0123
2025-11-06,23238626386,KCU - Personal - NB,185493406742,Digital Accounts,internet banking,PHRASE,0.0,0.0,0.0,0.0,0.0
2025-11-06,23238626386,KCU - Personal - NB,189213901175,Certificates,ira cd rates,BROAD,0.0,0.0,0.0,0.0,0.0001
2025-11-06,23238626386,KCU - Personal - NB,185493406782,Checking Accounts,joint checking account,PHRASE,0.0,0.0,0.0,0.0,0.0001
2025-11-06,23238626386,KCU - Personal - NB,185493406742,Digital Accounts,mobile banking,PHRASE,0.0004,0.0,0.0,0.0,0.0008
2025-11-06,23238626386,KCU - Personal - NB,189213901335,Money Market Accounts,money market account,BROAD,0.0068,0.0,0.0,0.0,0.0126
2025-11-06,23238626386,KCU - Personal - NB,189213901335,Money Market Accounts,money market account rates,BROAD,0.0,0.0,0.0,0.0,0.0
2025-11-06,23238626386,KCU - Personal - NB,189213901335,Money Market Accounts,money market rates,BROAD,0.0029,0.0,0.0,0.0,0.0053
2025-11-06,23238626386,KCU - Personal - NB,189213901335,Money Market Accounts,money market vs savings,BROAD,0.0001,0.0,0.0,0.0,0.0002
2025-11-06,23238626386,KCU - Personal - NB,185493406702,General Banking,new bank account,PHRASE,0.0,0.0,0.0,0.0,0.0
2025-11-06,23238626386,KCU - Personal - NB,185493406742,Digital Accounts,online account opening,PHRASE,0.0,0.0,0.0,0.0,0.0001
2025-11-06,23238626386,KCU - Personal - NB,185493406742,Digital Accounts,online bank,PHRASE,0.0028,0.0,0.0,0.0,0.0052
2025-11-06,23238626386,KCU - Personal - NB,185493406702,General Banking,online banking,PHRASE,0.0053,0.0,0.0,0.0,0.0099
2025-11-06,23238626386,KCU - Personal - NB,185493406742,Digital Accounts,online banking,PHRASE,0.0027,0.0,0.0,0.0,0.005
2025-11-06,23238626386,KCU - Personal - NB,185493406742,Digital Accounts,online checking account,PHRASE,0.0004,0.0,0.0,0.0,0.0007
2025-11-06,23238626386,KCU - Personal - NB,185493406942,Savings Accounts,online savings account,PHRASE,0.0001,0.0,0.0,0.0,0.0001
2025-11-06,23238626386,KCU - Personal - NB,185493406702,General Banking,open bank account,PHRASE,0.0,0.0,0.0,0.0,0.0001
2025-11-06,23238626386,KCU - Personal - NB,185493406742,Digital Accounts,open bank account online,PHRASE,0.0,0.0,0.0,0.0,0.0
2025-11-06,23238626386,KCU - Personal - NB,185493406782,Checking Accounts,open checking account,PHRASE,0.0,0.0,0.0,0.0,0.0
2025-11-06,23238626386,KCU - Personal - NB,185493406702,General Banking,open checking account online,PHRASE,0.0,0.0,0.0,0.0,0.0
2025-11-06,23238626386,KCU - Personal - NB,185493406942,Savings Accounts,open savings account,PHRASE,0.0013,0.0,0.0,0.0,0.0025
2025-11-06,23238626386,KCU - Personal - NB,185493406702,General Banking,personal bank account,PHRASE,0.0,0.0,0.0,0.0,0.0
2025-11-06,23238626386,KCU - Personal - NB,185493406942,Savings Accounts,savings account interest rates,PHRASE,0.0027,0.0,0.0,0.0,0.005
2025-11-06,23238626386,KCU - Personal - NB,185493406942,Savings Accounts,savings account rates,PHRASE,0.0009,0.0,0.0,0.0,0.0017
2025-11-06,23238626386,KCU - Personal - NB,189213901175,Certificates,share cert,BROAD,0.0,0.0,0.0,0.0,0.0
2025-11-06,23238626386,KCU - Personal - NB,189213901175,Certificates,share certificate rates,BROAD,0.0,0.0,0.0,0.0,0.0
2025-11-06,23238626386,KCU - Personal - NB,189213901175,Certificates,short term cd,BROAD,0.0,0.0,0.0,0.0,0.0
2025-11-06,23238626386,KCU - Personal - NB,185493406702,General Banking,start bank account,PHRASE,0.0,0.0,0.0,0.0,0.0
2025-11-07,23238626386,KCU - Personal - NB,189213901175,Certificates,best cd rates,BROAD,0.0075,0.0,0.0,0.0,0.014
2025-11-07,23238626386,KCU - Personal - NB,185493406782,Checking Accounts,best checking account,PHRASE,0.0,0.0,0.0,0.0,0.0
2025-11-07,23238626386,KCU - Personal - NB,189213901335,Money Market Accounts,best money market account,BROAD,0.0001,0.0,0.0,0.0,0.0002
2025-11-07,23238626386,KCU - Personal - NB,185493406942,Savings Accounts,best savings account,PHRASE,0.0009,0.0,0.0,0.0,0.0017
2025-11-07,23238626386,KCU - Personal - NB,189213901175,Certificates,cd rates,BROAD,0.0636,0.0001,0.0001,0.0,0.1185
2025-11-07,23238626386,KCU - Personal - NB,189213901175,Certificates,certificate accounts,BROAD,0.0014,0.0,0.0,0.0,0.0026
2025-11-07,23238626386,KCU - Personal - NB,189213901175,Certificates,certificate of deposit,BROAD,0.006,0.0,0.0,0.0,0.0112
2025-11-07,23238626386,KCU - Personal - NB,189213901175,Certificates,certificate of deposit rates,BROAD,0.0036,0.0,0.0,0.0,0.0067
2025-11-07,23238626386,KCU - Personal - NB,185493406782,Checking Accounts,checking account,PHRASE,0.0061,0.0,0.0,0.0,0.0114
2025-11-07,23238626386,KCU - Personal - NB,189213901175,Certificates,credit union cd rates,BROAD,0.0042,0.0,0.0,0.0,0.0077
2025-11-07,23238626386,KCU - Personal - NB,189213901335,Money Market Accounts,credit union money market,BROAD,0.0011,0.0,0.0,0.0,0.002
2025-11-07,23238626386,KCU - Personal - NB,185493406942,Savings Accounts,credit union savings account,PHRASE,0.0001,0.0,0.0,0.0,0.0002
2025-11-07,23238626386,KCU - Personal - NB,185493406742,Digital Accounts,digital banking,PHRASE,0.0,0.0,0.0,0.0,0.0
2025-11-07,23238626386,KCU - Personal - NB,185493406782,Checking Accounts,free checking account,PHRASE,0.0,0.0,0.0,0.0,0.0
2025-11-07,23238626386,KCU - Personal - NB,189213901335,Money Market Accounts,high yield money market,BROAD,0.0001,0.0,0.0,0.0,0.0002
2025-11-07,23238626386,KCU - Personal - NB,185493406942,Savings Accounts,high yield savings account,PHRASE,0.0193,0.0,0.0,0.0,0.036
2025-11-07,23238626386,KCU - Personal - NB,185493406742,Digital Accounts,internet banking,PHRASE,0.0,0.0,0.0,0.0,0.0
2025-11-07,23238626386,KCU - Personal - NB,189213901175,Certificates,ira cd rates,BROAD,0.0001,0.0,0.0,0.0,0.0003
2025-11-07,23238626386,KCU - Personal - NB,185493406782,Checking Accounts,joint checking account,PHRASE,0.0001,0.0,0.0,0.0,0.0002
2025-11-07,23238626386,KCU - Personal - NB,185493406742,Digital Accounts,mobile banking,PHRASE,0.0013,0.0,0.0,0.0,0.0024
2025-11-07,23238626386,KCU - Personal - NB,189213901335,Money Market Accounts,money market account,BROAD,0.0198,0.0,0.0,0.0,0.0368
2025-11-07,23238626386,KCU - Personal - NB,189213901335,Money Market Accounts,money market account rates,BROAD,0.0,0.0,0.0,0.0,0.0
2025-11-07,23238626386,KCU - Personal - NB,189213901335,Money Market Accounts,money market rates,BROAD,0.0083,0.0,0.0,0.0,0.0156
2025-11-07,23238626386,KCU - Personal - NB,189213901335,Money Market Accounts,money market vs savings,BROAD,0.0003,0.0,0.0,0.0,0.0005
2025-11-07,23238626386,KCU - Personal - NB,185493406702,General Banking,new bank account,PHRASE,0.0,0.0,0.0,0.0,0.0
2025-11-07,23238626386,KCU - Personal - NB,185493406742,Digital Accounts,online account opening,PHRASE,0.0001,0.0,0.0,0.0,0.0003
2025-11-07,23238626386,KCU - Personal - NB,185493406742,Digital Accounts,online bank,PHRASE,0.0081,0.0,0.0,0.0,0.0151
2025-11-07,23238626386,KCU - Personal - NB,185493406702,General Banking,online banking,PHRASE,0.0155,0.0,0.0,0.0,0.0289
2025-11-07,23238626386,KCU - Personal - NB,185493406742,Digital Accounts,online banking,PHRASE,0.0079,0.0,0.0,0.0,0.0147
2025-11-07,23238626386,KCU - Personal - NB,185493406742,Digital Accounts,online checking account,PHRASE,0.0011,0.0,0.0,0.0,0.0021
2025-11-07,23238626386,KCU - Personal - NB,185493406942,Savings Accounts,online savings account,PHRASE,0.0002,0.0,0.0,0.0,0.0004
2025-11-07,23238626386,KCU - Personal - NB,185493406702,General Banking,open bank account,PHRASE,0.0001,0.0,0.0,0.0,0.0002
2025-11-07,23238626386,KCU - Personal - NB,185493406742,Digital Accounts,open bank account online,PHRASE,0.0,0.0,0.0,0.0,0.0
2025-11-07,23238626386,KCU - Personal - NB,185493406782,Checking Accounts,open checking account,PHRASE,0.0,0.0,0.0,0.0,0.0
2025-11-07,23238626386,KCU - Personal - NB,185493406702,General Banking,open checking account online,PHRASE,0.0,0.0,0.0,0.0,0.0
2025-11-07,23238626386,KCU - Personal - NB,185493406942,Savings Accounts,open savings account,PHRASE,0.0039,0.0,0.0,0.0,0.0073
2025-11-07,23238626386,KCU - Personal - NB,185493406702,General Banking,personal bank account,PHRASE,0.0,0.0,0.0,0.0,0.0
2025-11-07,23238626386,KCU - Personal - NB,185493406942,Savings Accounts,savings account interest rates,PHRASE,0.0079,0.0,0.0,0.0,0.0146
2025-11-07,23238626386,KCU - Personal - NB,185493406942,Savings Accounts,savings account rates,PHRASE,0.0027,0.0,0.0,0.0,0.0051
2025-11-07,23238626386,KCU - Personal - NB,189213901175,Certificates,share cert,BROAD,0.0,0.0,0.0,0.0,0.0
2025-11-07,23238626386,KCU - Personal - NB,189213901175,Certificates,share certificate rates,BROAD,0.0,0.0,0.0,0.0,0.0
2025-11-07,23238626386,KCU - Personal - NB,189213901175,Certificates,short term cd,BROAD,0.0,0.0,0.0,0.0,0.0
2025-11-07,23238626386,KCU - Personal - NB,185493406702,General Banking,start bank account,PHRASE,0.0,0.0,0.0,0.0,0.0
2025-11-07,23238626389,KCU - Personal - NB Locations,185493407422,Location - Bainbridge,bainbridge bank,PHRASE,0.0,0.0,0.0,0.0,0.0
2025-11-07,23238626389,KCU - Personal - NB Locations,185493407022,Location - Belfair,belfair bank,PHRASE,0.0,0.0,0.0,0.0,0.0
