date,campaign_id,campaign_name,impressions,clicks,cost,conversions
2025-11-06,22527054383,CWO_Checking_Search,549,17,397.482324,4.0
2025-11-07,22527054383,CWO_Checking_Search,298,22,397.439529,2.993831
2025-11-08,22527054383,CWO_Checking_Search,297,16,247.59,5.982355
2025-11-09,22527054383,CWO_Checking_Search,295,17,388.27,5.0
2025-11-10,22527054383,CWO_Checking_Search,426,15,264.03,4.0
2025-11-11,22527054383,CWO_Checking_Search,292,13,253.231144,3.993831
2025-11-12,22527054383,CWO_Checking_Search,385,10,214.83,2.0
2025-11-13,22527054383,CWO_Checking_Search,589,14,252.62,2.0
2025-11-14,22527054383,CWO_Checking_Search,634,25,700.875522,5.0
2025-11-15,22527054383,CWO_Checking_Search,463,10,264.637453,2.0
2025-11-16,22527054383,CWO_Checking_Search,302,25,661.787489,6.000309
2025-11-17,22527054383,CWO_Checking_Search,498,18,371.921435,3.0
2025-11-18,22527054383,CWO_Checking_Search,460,14,388.56,5.0
2025-11-19,22527054383,CWO_Checking_Search,408,17,392.065347,3.999691
2025-11-20,22527054383,CWO_Checking_Search,348,17,390.74958,4.001659
2025-11-21,22527054383,CWO_Checking_Search,326,21,307.431364,6.0
2025-11-22,22527054383,CWO_Checking_Search,320,8,116.407715,1.0
2025-11-23,22527054383,CWO_Checking_Search,404,13,388.15,5.0
2025-11-24,22527054383,CWO_Checking_Search,240,12,374.414496,3.0
2025-11-25,22527054383,CWO_Checking_Search,315,10,426.2,2.0
2025-11-26,22527054383,CWO_Checking_Search,251,14,382.06,4.0
2025-11-27,22527054383,CWO_Checking_Search,194,9,293.28,2.001659
2025-11-28,22527054383,CWO_Checking_Search,244,12,370.99,3.0
2025-11-29,22527054383,CWO_Checking_Search,151,13,391.55155,3.001444
2025-11-30,22527054383,CWO_Checking_Search,158,14,267.658527,2.996682
