search_term,keyword,match_type,campaign_id,campaign_name,ad_group_id,ad_group_name,impressions,clicks,cost,conversions
21st century mortgage,mortgage rates today,BROAD,23580139561,Mortgage Search Campaign (02-2026),196445035387,Mortgage Search Campaign (02-2026),3,0,0.0,0.0
21st mortgage,mortgage rates today,BROAD,23580139561,Mortgage Search Campaign (02-2026),196445035387,Mortgage Search Campaign (02-2026),2,0,0.0,0.0
21stmortgage com,mortgage rates today,BROAD,23580139561,Mortgage Search Campaign (02-2026),196445035387,Mortgage Search Campaign (02-2026),2,0,0.0,0.0
222s,boat loan,BROAD,23550099732,Recreational Search Campaign (02-2026),193275198956,Recreational Search Campaign (02-2026),1,0,0.0,0.0
240 month rv loan rates,camper financing,PHRASE,22600681592,Recreational Loan Campaign,183845373487,Recreational Loan Adgroup - 1,2,0,0.0,0.0
3 percent down conventional loan,mortgage loan,BROAD,23580139561,Mortgage Search Campaign (02-2026),196445035387,Mortgage Search Campaign (02-2026),1,0,0.0,0.0
3 year fixed mortgage rates rbc,mortgage rates today,BROAD,23580139561,Mortgage Search Campaign (02-2026),196445035387,Mortgage Search Campaign (02-2026),1,0,0.0,0.0
3 years mortgage rate,mortgage rates today,BROAD,23580139561,Mortgage Search Campaign (02-2026),196445035387,Mortgage Search Campaign (02-2026),1,0,0.0,0.0
30 year fixed mortgage rate,mortgage rates today,BROAD,23580139561,Mortgage Search Campaign (02-2026),196445035387,Mortgage Search Campaign (02-2026),1,0,0.0,0.0
30 year fixed mortgage rates,best mortgage rates,PHRASE,23226790794,Mortgage Search 6/11,193924622611,Ad group 1,1,0,0.0,0.0
30 year fixed mortgage rates,mortgage rates today,BROAD,23580139561,Mortgage Search Campaign (02-2026),196445035387,Mortgage Search Campaign (02-2026),1,0,0.0,0.0
30 year fixed mortgage rates,mortgage rates today,PHRASE,23226790794,Mortgage Search 6/11,193924622611,Ad group 1,6,0,0.0,0.0
30 year land mortgage calculator,mortgage calculator,PHRASE,23226790794,Mortgage Search 6/11,193924622611,Ad group 1,2,0,0.0,0.0
30 year mortgage,mortgage rates today,BROAD,23580139561,Mortgage Search Campaign (02-2026),196445035387,Mortgage Search Campaign (02-2026),1,0,0.0,0.0
30 year mortgage,mortgage rates today,PHRASE,23226790794,Mortgage Search 6/11,193924622611,Ad group 1,1,0,0.0,0.0
30 year mortgage calculator,mortgage calculator,PHRASE,23226790794,Mortgage Search 6/11,193924622611,Ad group 1,1,1,1.62,0.0
30 year mortgage rate,mortgage rates today,PHRASE,23226790794,Mortgage Search 6/11,193924622611,Ad group 1,2,0,0.0,0.0
30 year mortgage rate today,mortgage rates today,PHRASE,23226790794,Mortgage Search 6/11,193924622611,Ad group 1,2,0,0.0,0.0
30 year mortgage rates,mortgage rates today,BROAD,23580139561,Mortgage Search Campaign (02-2026),196445035387,Mortgage Search Campaign (02-2026),8,0,0.0,0.0
30 year mortgage rates,mortgage rates today,PHRASE,23226790794,Mortgage Search 6/11,193924622611,Ad group 1,8,1,2.18,0.0
30 year mortgage rates chart,mortgage rates today,BROAD,23580139561,Mortgage Search Campaign (02-2026),196445035387,Mortgage Search Campaign (02-2026),3,0,0.0,0.0
30 year mortgage rates chart daily,mortgage rates today,BROAD,23580139561,Mortgage Search Campaign (02-2026),196445035387,Mortgage Search Campaign (02-2026),1,0,0.0,0.0
30 year mortgage rates chart daily,mortgage rates today,PHRASE,23226790794,Mortgage Search 6/11,193924622611,Ad group 1,1,0,0.0,0.0
30 year mortgage rates today,best mortgage rates,PHRASE,23226790794,Mortgage Search 6/11,193924622611,Ad group 1,1,0,0.0,0.0
30 year mortgage rates today,first time home buyer down payment help,BROAD,23226790794,Mortgage Search 6/11,193924622611,Ad group 1,1,0,0.0,0.0
30 year mortgage rates today,mortgage rates today,BROAD,23580139561,Mortgage Search Campaign (02-2026),196445035387,Mortgage Search Campaign (02-2026),3,0,0.0,0.0
30 year mortgage rates today,mortgage rates today,PHRASE,23226790794,Mortgage Search 6/11,193924622611,Ad group 1,2,0,0.0,0.0
30 year mortgage today,mortgage rates today,BROAD,23580139561,Mortgage Search Campaign (02-2026),196445035387,Mortgage Search Campaign (02-2026),2,0,0.0,0.0
300 000 mortgage payment,mortgage calculator,PHRASE,23226790794,Mortgage Search 6/11,193924622611,Ad group 1,2,0,0.0,0.0
300.000 mortgage monthly payment,first time home buyer down payment help,BROAD,23226790794,Mortgage Search 6/11,193924622611,Ad group 1,1,0,0.0,0.0
300000 mortgage monthly payment,mortgage rates today,BROAD,23580139561,Mortgage Search Campaign (02-2026),196445035387,Mortgage Search Campaign (02-2026),1,0,0.0,0.0
300k mortgage monthly payment calculator,mortgage rates today,BROAD,23580139561,Mortgage Search Campaign (02-2026),196445035387,Mortgage Search Campaign (02-2026),1,0,0.0,0.0
30700 telegraph rd suite 4600 bingham farms mi 48025,heloc home equity loan,BROAD,23575727723,Home Equity Search Campaign (02-2026),196271298471,Home Equity Search Campaign (02-2026),1,0,0.0,0.0
325 mortgage calculator,mortgage loan,BROAD,23580139561,Mortgage Search Campaign (02-2026),196445035387,Mortgage Search Campaign (02-2026),1,0,0.0,0.0
365 live michigan first,credit union,BROAD,23583612154,Generic Search Campaign (02-2026),195024249284,Generic Search Campaign (02-2026),1,0,0.0,0.0
369 000 mortgage payment,mortgage loan,BROAD,23580139561,Mortgage Search Campaign (02-2026),196445035387,Mortgage Search Campaign (02-2026),1,0,0.0,0.0
38000 car payment for 72 months,Auto financing,PHRASE,22359768469,Leads - Auto Loan,175368477094,Auto Loan Keywords,1,0,0.0,0.0
4 front,credit union checking,BROAD,23575707539,Checking Search Campaign (02-2026),193282883653,Checking Search Campaign (02-2026),1,0,0.0,0.0
4 month cd rates,certificate of deposit rates,PHRASE,23236422937,CD - Search - 6/11/2025,193413943652,Ad group 1,1,0,0.0,0.0
40 year mortgage calculator,mortgage loan,BROAD,23580139561,Mortgage Search Campaign (02-2026),196445035387,Mortgage Search Campaign (02-2026),1,0,0.0,0.0
400 000 mortgage payment,mortgage loan,BROAD,23580139561,Mortgage Search Campaign (02-2026),196445035387,Mortgage Search Campaign (02-2026),1,0,0.0,0.0
425 000 mortgage calculator,first time home buyer down payment help,BROAD,23226790794,Mortgage Search 6/11,193924622611,Ad group 1,1,0,0.0,0.0
460000 mortgage,mortgage loan,BROAD,23580139561,Mortgage Search Campaign (02-2026),196445035387,Mortgage Search Campaign (02-2026),1,1,1.64,0.0
5 3 bank,credit union,BROAD,23583612154,Generic Search Campaign (02-2026),195024249284,Generic Search Campaign (02-2026),1,0,0.0,0.0
5 3 bank,credit union checking,BROAD,23575707539,Checking Search Campaign (02-2026),193282883653,Checking Search Campaign (02-2026),6,0,0.0,0.0
5 3 bank,short term cd,BROAD,23580176296,CD Search Campaign (02-2026),193848823896,CD Search Campaign (02-2026),2,1,1.31,0.0
5 3 bank cd rates,certificate of deposit rates,PHRASE,23236422937,CD - Search - 6/11/2025,193413943652,Ad group 1,2,0,0.0,0.0
5 3 bank cd rates today,cd rates,BROAD,23580176296,CD Search Campaign (02-2026),193848823896,CD Search Campaign (02-2026),1,0,0.0,0.0
5 3 bank near me,credit union,BROAD,23583612154,Generic Search Campaign (02-2026),195024249284,Generic Search Campaign (02-2026),1,0,0.0,0.0
5 3 cd rates today,cd rates,BROAD,23580176296,CD Search Campaign (02-2026),193848823896,CD Search Campaign (02-2026),1,0,0.0,0.0
5 month cd calculator,cd rates,BROAD,23580176296,CD Search Campaign (02-2026),193848823896,CD Search Campaign (02-2026),2,0,0.0,0.0
5 year fixed mortgage,mortgage rates today,BROAD,23580139561,Mortgage Search Campaign (02-2026),196445035387,Mortgage Search Campaign (02-2026),1,0,0.0,0.0
5.3 bank com,credit union checking,BROAD,23575707539,Checking Search Campaign (02-2026),193282883653,Checking Search Campaign (02-2026),1,0,0.0,0.0
500 credit score loan,personal loan,PHRASE,22604458072,Personal Loan Campaign,176993953141,Personal Loan Ad Group - 2,1,0,0.0,0.0
500 down car lots,Auto financing,PHRASE,22359768469,Leads - Auto Loan,175368477094,Auto Loan Keywords,2,0,0.0,0.0
53 bank cd rates,cd rates,BROAD,23580176296,CD Search Campaign (02-2026),193848823896,CD Search Campaign (02-2026),1,0,0.0,0.0
53 bank customer service,credit union checking,BROAD,23575707539,Checking Search Campaign (02-2026),193282883653,Checking Search Campaign (02-2026),1,0,0.0,0.0
53 car loan payment,auto loans,BROAD,23575605815,Auto Loans Search Campaign (02-2026),196136014249,Auto Loans Search Campaign (02-2026),1,0,0.0,0.0
53 com,credit union checking,BROAD,23575707539,Checking Search Campaign (02-2026),193282883653,Checking Search Campaign (02-2026),4,0,0.0,0.0
53 com activate *,credit union checking,BROAD,23575707539,Checking Search Campaign (02-2026),193282883653,Checking Search Campaign (02-2026),1,0,0.0,0.0
5796 e grand river ave howell mi 48843,boat loan,BROAD,23550099732,Recreational Search Campaign (02-2026),193275198956,Recreational Search Campaign (02-2026),1,0,0.0,0.0
5th 3rd bank cd rates,certificate of deposit rates,PHRASE,23236422937,CD - Search - 6/11/2025,193413943652,Ad group 1,1,0,0.0,0.0
60000 mortgage calculator,mortgage loan,BROAD,23580139561,Mortgage Search Campaign (02-2026),196445035387,Mortgage Search Campaign (02-2026),1,0,0.0,0.0
7 month promo cd,cd rates,BROAD,23580176296,CD Search Campaign (02-2026),193848823896,CD Search Campaign (02-2026),1,0,0.0,0.0
7 year arm rates,mortgage rates today,PHRASE,23226790794,Mortgage Search 6/11,193924622611,Ad group 1,1,0,0.0,0.0
900 000 mortgage calculator,mortgage loan,BROAD,23580139561,Mortgage Search Campaign (02-2026),196445035387,Mortgage Search Campaign (02-2026),1,0,0.0,0.0
950 000 mortgage payment,mortgage calculator,PHRASE,23226790794,Mortgage Search 6/11,193924622611,Ad group 1,1,0,0.0,0.0
950 000 mortgage payment,mortgage rates today,BROAD,23580139561,Mortgage Search Campaign (02-2026),196445035387,Mortgage Search Campaign (02-2026),1,0,0.0,0.0
a&d mortgage,mortgage loan,BROAD,23580139561,Mortgage Search Campaign (02-2026),196445035387,Mortgage Search Campaign (02-2026),1,0,0.0,0.0
aaa banking,credit union checking,BROAD,23575707539,Checking Search Campaign (02-2026),193282883653,Checking Search Campaign (02-2026),2,0,0.0,0.0
aaa cd rates,cd rates,BROAD,23580176296,CD Search Campaign (02-2026),193848823896,CD Search Campaign (02-2026),1,0,0.0,0.0
abd credit union,credit union checking,BROAD,23575707539,Checking Search Campaign (02-2026),193282883653,Checking Search Campaign (02-2026),3,0,0.0,0.0
abdfcu,credit union,BROAD,23583612154,Generic Search Campaign (02-2026),195024249284,Generic Search Campaign (02-2026),1,0,0.0,0.0
acar leasing ltd lsr,auto loans,BROAD,23575605815,Auto Loans Search Campaign (02-2026),196136014249,Auto Loans Search Campaign (02-2026),1,0,0.0,0.0
advance america loans,personal loan,PHRASE,22604458072,Personal Loan Campaign,176993953141,Personal Loan Ad Group - 2,1,1,2.9,0.0
advance america net online,personal loan,PHRASE,22604458072,Personal Loan Campaign,176993953141,Personal Loan Ad Group - 2,1,0,0.0,0.0
advance america personal loan department,personal loan,PHRASE,22604458072,Personal Loan Campaign,176993953141,Personal Loan Ad Group - 2,1,0,0.0,0.0
advance plus banking,checking account,BROAD,23575707539,Checking Search Campaign (02-2026),193282883653,Checking Search Campaign (02-2026),1,0,0.0,0.0
advantage one credit union,cd rates credit union near me,BROAD,23580176296,CD Search Campaign (02-2026),193848823896,CD Search Campaign (02-2026),2,0,0.0,0.0
advantage one credit union,credit union checking,BROAD,23575707539,Checking Search Campaign (02-2026),193282883653,Checking Search Campaign (02-2026),5,0,0.0,0.0
advantage one credit union taylor mi,credit union checking,BROAD,23575707539,Checking Search Campaign (02-2026),193282883653,Checking Search Campaign (02-2026),2,0,0.0,0.0
advantage one federal credit union brownstown,credit union,BROAD,23583612154,Generic Search Campaign (02-2026),195024249284,Generic Search Campaign (02-2026),1,0,0.0,0.0
adventure credit union phone number,credit union,BROAD,23583612154,Generic Search Campaign (02-2026),195024249284,Generic Search Campaign (02-2026),1,0,0.0,0.0
advia,credit union checking,BROAD,23575707539,Checking Search Campaign (02-2026),193282883653,Checking Search Campaign (02-2026),2,0,0.0,0.0
advia cd rates today,cd rates,BROAD,23580176296,CD Search Campaign (02-2026),193848823896,CD Search Campaign (02-2026),3,0,0.0,0.0
advia credit union,credit union,BROAD,23583612154,Generic Search Campaign (02-2026),195024249284,Generic Search Campaign (02-2026),6,0,0.0,0.0
advia credit union,credit union checking,BROAD,23575707539,Checking Search Campaign (02-2026),193282883653,Checking Search Campaign (02-2026),10,0,0.0,0.0
advia credit union,how to join a credit union,BROAD,23579184938,Membership Search Campaign (02-2026),192134522143,Membership Search Campaign (02-2026),2,0,0.0,0.0
advia credit union cd rates,certificate of deposit rates,PHRASE,23236422937,CD - Search - 6/11/2025,193413943652,Ad group 1,1,0,0.0,0.0
advia credit union fort gratiot michigan,Michigan credit unions,PHRASE,22600644893,General Membership Campaign,178826043566,General Membership Ad Group - 1,1,0,0.0,0.0
advia credit union southgate,credit union checking,BROAD,23575707539,Checking Search Campaign (02-2026),193282883653,Checking Search Campaign (02-2026),1,0,0.0,0.0
advisory mortgage brighton mi,mortgage rates today,BROAD,23580139561,Mortgage Search Campaign (02-2026),196445035387,Mortgage Search Campaign (02-2026),1,0,0.0,0.0
aeroquip cu,credit union checking,BROAD,23575707539,Checking Search Campaign (02-2026),193282883653,Checking Search Campaign (02-2026),1,0,0.0,0.0
affinity federal credit union 24 hour customer service phone number,credit union checking,BROAD,23575707539,Checking Search Campaign (02-2026),193282883653,Checking Search Campaign (02-2026),1,0,0.0,0.0
affinity federal credit union phone number customer service,credit union checking,BROAD,23575707539,Checking Search Campaign (02-2026),193282883653,Checking Search Campaign (02-2026),1,0,0.0,0.0
alliance association bank phone number,credit union checking,BROAD,23575707539,Checking Search Campaign (02-2026),193282883653,Checking Search Campaign (02-2026),1,0,0.0,0.0
alliance catholic credit union,cd rates credit union near me,BROAD,23580176296,CD Search Campaign (02-2026),193848823896,CD Search Campaign (02-2026),6,0,0.0,0.0
alliance catholic credit union,credit union,BROAD,23583612154,Generic Search Campaign (02-2026),195024249284,Generic Search Campaign (02-2026),12,1,3.04,0.0
alliance catholic credit union,credit union checking,BROAD,23575707539,Checking Search Campaign (02-2026),193282883653,Checking Search Campaign (02-2026),10,0,0.0,0.0
alliance catholic credit union,how to join a credit union,BROAD,23579184938,Membership Search Campaign (02-2026),192134522143,Membership Search Campaign (02-2026),6,1,2.72,0.0
alliance catholic credit union near me,credit union,BROAD,23583612154,Generic Search Campaign (02-2026),195024249284,Generic Search Campaign (02-2026),1,0,0.0,0.0
alliance credit union allen park,credit union checking,BROAD,23575707539,Checking Search Campaign (02-2026),193282883653,Checking Search Campaign (02-2026),1,0,0.0,0.0
allied credit union,credit union checking,BROAD,23575707539,Checking Search Campaign (02-2026),193282883653,Checking Search Campaign (02-2026),1,0,0.0,0.0
ally auto,auto loans,BROAD,23575605815,Auto Loans Search Campaign (02-2026),196136014249,Auto Loans Search Campaign (02-2026),6,1,5.41,0.0
ally auto car payment,Auto financing,PHRASE,22359768469,Leads - Auto Loan,175368477094,Auto Loan Keywords,1,0,0.0,0.0
ally auto loan,Auto loans,PHRASE,22359768469,Leads - Auto Loan,175368477094,Auto Loan Keywords,1,0,0.0,0.0
ally auto one time payment,auto loans,BROAD,23575605815,Auto Loans Search Campaign (02-2026),196136014249,Auto Loans Search Campaign (02-2026),1,0,0.0,0.0
ally bank cd rates today,cd rates,BROAD,23580176296,CD Search Campaign (02-2026),193848823896,CD Search Campaign (02-2026),1,0,0.0,0.0
ally bank detroit,Home equity rates near me,BROAD,23575727723,Home Equity Search Campaign (02-2026),196271298471,Home Equity Search Campaign (02-2026),1,0,0.0,0.0
ally bank detroit,auto loans,BROAD,23575605815,Auto Loans Search Campaign (02-2026),196136014249,Auto Loans Search Campaign (02-2026),2,0,0.0,0.0
ally bank detroit reviews,credit union checking,BROAD,23575707539,Checking Search Campaign (02-2026),193282883653,Checking Search Campaign (02-2026),1,1,9.087023,0.0
ally bank near me,credit union checking,BROAD,23575707539,Checking Search Campaign (02-2026),193282883653,Checking Search Campaign (02-2026),2,1,1.01,0.0
ally business auto loan,auto loans,BROAD,23575605815,Auto Loans Search Campaign (02-2026),196136014249,Auto Loans Search Campaign (02-2026),1,0,0.0,0.0
ally car,Auto financing,PHRASE,22359768469,Leads - Auto Loan,175368477094,Auto Loan Keywords,1,0,0.0,0.0
ally com auto,auto loans,BROAD,23575605815,Auto Loans Search Campaign (02-2026),196136014249,Auto Loans Search Campaign (02-2026),1,0,0.0,0.0
ally com auto financing,Auto financing,PHRASE,22359768469,Leads - Auto Loan,175368477094,Auto Loan Keywords,1,0,0.0,0.0
ally financial,auto loans,BROAD,23575605815,Auto Loans Search Campaign (02-2026),196136014249,Auto Loans Search Campaign (02-2026),4,0,0.0,0.0
ally financial,boat loan,BROAD,23550099732,Recreational Search Campaign (02-2026),193275198956,Recreational Search Campaign (02-2026),2,0,0.0,0.0
ally financial,used car loan near me,BROAD,23575605815,Auto Loans Search Campaign (02-2026),196136014249,Auto Loans Search Campaign (02-2026),2,1,5.017797,1.0
ally financial auto loan,Auto loans,PHRASE,22359768469,Leads - Auto Loan,175368477094,Auto Loan Keywords,2,0,0.0,0.0
ally financial auto loan,auto loans,BROAD,23575605815,Auto Loans Search Campaign (02-2026),196136014249,Auto Loans Search Campaign (02-2026),1,0,0.0,0.0
ally financial auto loan rates,auto loans,BROAD,23575605815,Auto Loans Search Campaign (02-2026),196136014249,Auto Loans Search Campaign (02-2026),2,0,0.0,0.0
ally financial cockeysville md 21030,auto loans,BROAD,23575605815,Auto Loans Search Campaign (02-2026),196136014249,Auto Loans Search Campaign (02-2026),1,0,0.0,0.0
ally financial inc detroit mi,Home equity rates near me,BROAD,23575727723,Home Equity Search Campaign (02-2026),196271298471,Home Equity Search Campaign (02-2026),1,2,34.66,0.0
ally financial inc detroit mi,credit union checking,BROAD,23575707539,Checking Search Campaign (02-2026),193282883653,Checking Search Campaign (02-2026),1,0,0.0,0.0
ally loan rates,auto loans,BROAD,23575605815,Auto Loans Search Campaign (02-2026),196136014249,Auto Loans Search Campaign (02-2026),1,0,0.0,0.0
allyauto com,Auto financing,PHRASE,22359768469,Leads - Auto Loan,175368477094,Auto Loan Keywords,4,0,0.0,0.0
amenity bank,credit union checking,BROAD,23575707539,Checking Search Campaign (02-2026),193282883653,Checking Search Campaign (02-2026),1,0,0.0,0.0
american 1 credit union jackson mi,credit union,BROAD,23583612154,Generic Search Campaign (02-2026),195024249284,Generic Search Campaign (02-2026),2,0,0.0,0.0
american 1 credit union jackson mi,how to join a credit union,BROAD,23579184938,Membership Search Campaign (02-2026),192134522143,Membership Search Campaign (02-2026),1,0,0.0,0.0
american 1 credit union michigan,credit union,BROAD,23583612154,Generic Search Campaign (02-2026),195024249284,Generic Search Campaign (02-2026),1,0,0.0,0.0
american credit acceptance,auto loans,BROAD,23575605815,Auto Loans Search Campaign (02-2026),196136014249,Auto Loans Search Campaign (02-2026),2,0,0.0,0.0
american express card,credit union,BROAD,23583612154,Generic Search Campaign (02-2026),195024249284,Generic Search Campaign (02-2026),1,0,0.0,0.0
american express cd rates,cd rates,BROAD,23580176296,CD Search Campaign (02-2026),193848823896,CD Search Campaign (02-2026),2,0,0.0,0.0
american express credit card,credit union,BROAD,23583612154,Generic Search Campaign (02-2026),195024249284,Generic Search Campaign (02-2026),2,0,0.0,0.0
american first finance personal loan,personal loan,PHRASE,22604458072,Personal Loan Campaign,176993953141,Personal Loan Ad Group - 2,1,0,0.0,0.0
americu mortgage,mortgage rates today,BROAD,23580139561,Mortgage Search Campaign (02-2026),196445035387,Mortgage Search Campaign (02-2026),2,1,2.02,0.0
amone loans,personal loan,PHRASE,22604458072,Personal Loan Campaign,176993953141,Personal Loan Ad Group - 2,1,0,0.0,0.0
amortization calculator,home mortgage loan,BROAD,23580139561,Mortgage Search Campaign (02-2026),196445035387,Mortgage Search Campaign (02-2026),3,0,0.0,0.0
amortization calculator,mortgage loan,BROAD,23580139561,Mortgage Search Campaign (02-2026),196445035387,Mortgage Search Campaign (02-2026),5,0,0.0,0.0
amortization calculator,mortgage rates today,BROAD,23580139561,Mortgage Search Campaign (02-2026),196445035387,Mortgage Search Campaign (02-2026),1,0,0.0,0.0
amortization calculator mortgage,mortgage calculator,PHRASE,23226790794,Mortgage Search 6/11,193924622611,Ad group 1,1,0,0.0,0.0
amortization calculator with balloon payment,mortgage calculator,PHRASE,23226790794,Mortgage Search 6/11,193924622611,Ad group 1,1,0,0.0,0.0
amortization mortgage calculator,mortgage loan,BROAD,23580139561,Mortgage Search Campaign (02-2026),196445035387,Mortgage Search Campaign (02-2026),2,0,0.0,0.0
amortization schedule,mortgage rates today,BROAD,23580139561,Mortgage Search Campaign (02-2026),196445035387,Mortgage Search Campaign (02-2026),1,0,0.0,0.0
amortization schedule for mortgage,mortgage calculator,PHRASE,23226790794,Mortgage Search 6/11,193924622611,Ad group 1,2,1,2.08,0.0
amortization schedule mortgage,mortgage loan,BROAD,23580139561,Mortgage Search Campaign (02-2026),196445035387,Mortgage Search Campaign (02-2026),1,0,0.0,0.0
amortization table,mortgage loan,BROAD,23580139561,Mortgage Search Campaign (02-2026),196445035387,Mortgage Search Campaign (02-2026),2,1,1.64,0.0
