application_id,click_id,click_id_type,click_id_source,bucket,bucket_detail,category,subcategory,attribution,approved,funded,production_value,lifetime_value,product_family,report_completion_timestamp
1053998,0AAAABB9wW7NJRgeeHsA6DAfb3jR-Y5ZXO,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_brand/kitsap credit union/mr-5116/campaign id: 23228929821,1,1,8600.0,4214.0,Credit Card,2026-01-15 20:34:00.000
1054020,0AAAABB9wW7NJRgeeHsA6DAfb3jR-Y5ZXO,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_brand/kitsap credit union/mr-5116/campaign id: 23228929821,1,0,0.0,0.0,Personal Loan,2026-01-15 21:20:22.000
214333,0AAAABB9wW7NJRgeeHsA6DAfb3jR-Y5ZXO,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_brand/kitsap credit union/mr-5116/campaign id: 23228929821,1,0,0.0,0.0,Xpress App,2026-01-15 21:27:40.000
214348,0AAAABB9wW7OziCjdbqdnL3JQYJ4ulWZj2,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_brand/kitsap credit union/mr-5116/campaign id: 23228929821,0,0,0.0,0.0,Xpress App,2026-01-15 22:44:13.000
214350,7c2e1ed10bda1073ef2f77b8672f466d,msclkid,msclkid,A_wrong_click_id_type,msclkid,Paid,Bing,utm: bing/sem/kcu_-_personal_-_brand/kitsap credit union,1,1,2500.0,1500.0,Xpress App,2026-01-15 23:03:14.000
214365,25513cafd47d1933b02055c871527d3f,msclkid,msclkid,A_wrong_click_id_type,msclkid,Paid,Bing,utm: bing/sem/kcu_-_personal_-_non-brand_-_clallam/start bank account,1,1,25.0,1500.0,Xpress App,2026-01-16 00:19:40.000
214373,0AAAABB9wW7MA4DEyIH_lCaNArzuljZD_Q,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_brand/kitsap credit union/mr-5116/campaign id: 23228929821,1,1,60.0,1500.0,Xpress App,2026-01-16 02:07:47.000
214376,0AAAABB9wW7PngzRh6dirz6o7lq01_9koo,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,YouTube,utm: youtube/video/pmkt_power-play-give-a-way_mr-5065/mr-5065,1,1,5000.0,1500.0,Xpress App,2026-01-16 04:20:27.000
214381,0AAAABB9wW7NZQaUQxh9C6rEXNfpVs7hWZ,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_business_-_non-brand/banking small business/mr-5116/campaign id: 23278396982,0,0,0.0,0.0,Xpress App,2026-01-16 06:55:04.000
1054206,0AAAABB9wW7NJRgeeHsA6DAfb3jR-Y5ZXO,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_brand/kitsap credit union/mr-5116/campaign id: 23228929821,1,1,1250.0,612.5,Credit Card,2026-01-16 17:04:45.000
1054227,a7fb73ce187e125730221aa466b14093,msclkid,msclkid,A_wrong_click_id_type,msclkid,Paid,Bing,utm: bing/sem/kcu_-_personal_-_non-brand_-_locations/bremerton bank,1,1,1400.0,686.0,Credit Card,2026-01-16 18:27:17.000
1054232,d9aa79965cf3143874b010fcd88f6205,msclkid,msclkid,A_wrong_click_id_type,msclkid,Paid,Bing,utm: bing/sem/kcu_-_personal_-_non-brand_-_locations/kitsap bank,0,0,0.0,0.0,Home Equity Loan,2026-01-16 18:37:35.000
1054274,3a952e1e285814ab95194774bc7bb967,msclkid,msclkid,A_wrong_click_id_type,msclkid,Paid,Bing,undifferentiated paid bing: /personal/home-loans,1,1,38000.0,13680.0,Home Equity Loan,2026-01-16 19:56:15.000
214419,0AAAABB9wW7NTkpMQPexzvEZcHOyMKF8Ma,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Ads,utm: campaign id: 23430737916,1,1,16000.0,1500.0,Xpress App,2026-01-16 20:48:43.000
1054394,IwY2xjawPVVaNleHRuA2FlbQEwAGFkaWQAAAZQ-lQyH3NydGMGYXBwX2lkDzI0NTc5MDgxODk1NTg2OAABHroyof6u42B8f9iaWfYu73jkrZpUU6PpHVl80kVFzPrWNuhpUY1LYXPODtjO_aem_HIn6KKpLHBrWvs3rJ2MDTQ,fbclid,fbclid,A_wrong_click_id_type,fbclid,Paid,Meta,utm: an/paid-social/add3_leads_bussiness-performance-checking/6943244087591/{{ad_name}}/mr-4920,0,0,0.0,0.0,Credit Card,2026-01-16 23:29:39.000
214450,0AAAABB9wW7MA4DEyIH_lCaNArzuljZD_Q,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_brand/kitsap credit union/mr-5116/campaign id: 23228929821,1,0,0.0,0.0,Xpress App,2026-01-16 23:52:45.000
214475,0AAAABB9wW7M8mO2BvMkzVdhswnAU5fsaR,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_non-brand_-_clallam/online account opening/mr-5191/campaign id: 23371442105,0,0,0.0,0.0,Xpress App,2026-01-17 09:19:43.000
1054521,0AAAABB9wW7Oif6XbVIgR_zPYpbCLKQcQA,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_brand/kitsap credit union/mr-5116/campaign id: 23228929821,0,0,0.0,0.0,Personal Loan,2026-01-17 15:11:27.000
1054523,112d1faa288918bfbb1376cdefa46606,msclkid,msclkid,A_wrong_click_id_type,msclkid,Paid,Bing,utm: bing/sem/kcu_-_personal_-_brand/kitsap credit union,1,1,20000.0,5200.0,Personal Loan,2026-01-17 15:11:53.000
214480,0AAAABB9wW7Oif6XbVIgR_zPYpbCLKQcQA,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_brand/kitsap credit union/mr-5116/campaign id: 23228929821,1,0,0.0,0.0,Xpress App,2026-01-17 16:47:08.000
214505,0AAAABB9wW7OuUF3aFRdLZQa1Rp8BgL04P,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Ads,utm: campaign id: 23430737916,0,0,0.0,0.0,Xpress App,2026-01-17 19:49:17.000
1054626,CloKCQiAsNPKBhC9ARJJAHVb43FeXdS8KGuP91ohhfPRuCfVlszRFQ9ScaOOePsdKmuYviu9-e0kAhgBB9rf50zJyHbw45yZXR9enBbdn91Cx1ShGzd5GhoCPy4,wbraid,wbraid,A_wrong_click_id_type,wbraid,Paid,YouTube,utm: youtube/video/pmkt_power-play-give-a-way_mr-5065/mr-5065,0,0,0.0,0.0,Personal Loan,2026-01-17 20:34:03.000
1054894,IwY2xjawPYxuRleHRuA2FlbQEwAGFkaWQAAAZQ-lPn53NydGMGYXBwX2lkDzI0NTc5MDgxODk1NTg2OAABHvHVgMZXcPDScFLRjn07t5GHLF8EYtFsj9pti5JHVjVUX-msJrUIhAuLN_co_aem_FhkFk0YFHonm1iiE6RYU4A,fbclid,fbclid,A_wrong_click_id_type,fbclid,Paid,Meta,utm: an/paid-social/add3_leads_bussiness-performance-checking/6943244088791/{{ad_name}}/mr-4920,1,1,5126.0,717.6400000000001,Vehicle Loan,2026-01-18 04:17:20.000
214530,0AAAABB9wW7MHhCLxEP4W1me-PNaERjklk,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_brand/kitsap credit union/mr-5116/campaign id: 23228929821,1,0,0.0,0.0,Xpress App,2026-01-18 07:23:11.000
1054900,0AAAABB9wW7OgN_VcCndWZRfIxBAB1DsgD,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_non-brand/credit union/mr-5116/campaign id: 23238626386,0,0,0.0,0.0,Personal Loan,2026-01-18 14:40:50.000
214541,0AAAABB9wW7M7EZ2MCxsoERKA07R1NKHvm,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_non-brand_-_clallam/mobile banking/mr-5191/campaign id: 23371442105,0,0,0.0,0.0,Xpress App,2026-01-18 19:00:13.000
214544,85e267d124d91dcd04c80ebc670ad027,msclkid,msclkid,A_wrong_click_id_type,msclkid,Paid,Bing,utm: bing/sem/kcu_-_personal_-_brand/kitsap credit union,0,0,0.0,0.0,Xpress App,2026-01-18 21:00:23.000
1055037,0AAAABB9wW7MBCxj6EggCsa97I_wusTo_U,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_brand/kitsap credit union/mr-5116/campaign id: 23228929821,1,0,0.0,0.0,Home Equity Loan,2026-01-19 00:07:29.000
214565,9970c3d90dd31f3d3ef2aaba1718a44b,msclkid,msclkid,A_wrong_click_id_type,msclkid,Paid,Bing,utm: bing/sem/kcu_-_personal_-_brand/kitsap credit union,1,1,2500.0,1500.0,Xpress App,2026-01-19 04:05:29.000
214576,ClkKCAiA4KfLBhAaEkkAOBjX-e11w6kYkQjr7x0-yNyZh7qHEMx-BZ-_Ss6ofQis-Bce-4hgJydZCrShGgNzFCbh2Mp08jvFBoHFCOtIK9GJiE17p7wuGgIBbQ,wbraid,wbraid,A_wrong_click_id_type,wbraid,Paid,YouTube,utm: youtube/video/kcu_-_yt_-_awa/mr-5116,1,1,300.0,1500.0,Xpress App,2026-01-19 18:05:57.000
214580,0AAAABB9wW7Moa-Sthog9rCeaHpb7JkDIx,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_brand/kitsap credit union/mr-5116/campaign id: 23228929821,0,0,0.0,0.0,Xpress App,2026-01-19 19:01:59.000
214585,0AAAABB9wW7NS2vXn6pFRzqh73e1-hgF54,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_business_-_brand/kitsap credit union business/mr-5116/campaign id: 23282664394,1,1,50.0,1500.0,Xpress App,2026-01-19 19:48:13.000
214597,0AAAABB9wW7PngzRh6dirz6o7lq01_9koo,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,YouTube,utm: youtube/video/pmkt_power-play-give-a-way_mr-5065/mr-5065,1,1,1500.0,1500.0,Xpress App,2026-01-19 23:27:05.000
1055265,IwY2xjawPbP3JleHRuA2FlbQEwAGFkaWQAAAZP5V3ub3NydGMGYXBwX2lkDzI0NTc5MDgxODk1NTg2OAABHst32aBxWS3s3nF91REPhkwcVMkOEALX85g2qiRB1LIBUel6M1EuL0B65C9E_aem_aPsI_-QfT37LFaLToCs_eg,fbclid,fbclid,A_wrong_click_id_type,fbclid,Paid,Meta,utm: an/paid-social/add3_leads_kraken/6937163033591/{{ad_name}}/mr-5065,1,1,26629.15,3728.0810000000006,Vehicle Loan,2026-01-20 00:08:24.000
214599,0AAAABB9wW7MUPBNGykjoBhHxsPPdcx8az,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_brand/kitsap credit union/mr-5116/campaign id: 23228929821,1,1,25.0,1500.0,Xpress App,2026-01-20 00:12:52.000
1055272,0AAAABB9wW7PpkvYUJbXejXUhWnCnASL8F,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_brand/kitsap credit union/mr-5116/campaign id: 23379709610,0,0,0.0,0.0,Vehicle Loan,2026-01-20 00:16:32.000
214603,e0c9a1a401d61afe5308c8c96219d4d9,msclkid,msclkid,A_wrong_click_id_type,msclkid,Paid,Bing,utm: bing/sem/kcu_-_personal_-_brand/kitsap credit union,1,1,25.0,1500.0,Xpress App,2026-01-20 00:36:00.000
214605,0AAAABB9wW7M1lnRFYEkasW-4418fKTQwS,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Ads,utm: campaign id: 23430737916,0,0,0.0,0.0,Xpress App,2026-01-20 01:04:37.000
214609,IwZXh0bgNhZW0CMTEAc3J0YwZhcHBfaWQMMzUwNjg1NTMxNzI4AAEejXd4zIidO-PCZg-6EZ2ooPr9TaS3Ebxt4NMHXoNzIHzGX4bIKw1PnYCB2DY_aem_AwbUchZK_KgbltTLrr-5bw,fbclid,fbclid,A_wrong_click_id_type,fbclid,Paid,Other,utm: {{site_source_name}}/paid-social/{{campaign.name}}/{{ad_name}}/mr-5065,1,0,0.0,0.0,Xpress App,2026-01-20 01:22:05.000
214614,0AAAABB9wW7MB1rahwr0lkFiRP3dVWNz_q,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_brand/kitsap credit union/mr-5116/campaign id: 23228929821,1,1,25.0,1500.0,Xpress App,2026-01-20 02:10:54.000
214616,0AAAABB9wW7M1lnRFYEkasW-4418fKTQwS,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Ads,utm: campaign id: 23430737916,1,1,200.0,1500.0,Xpress App,2026-01-20 02:44:50.000
1055361,PAY2xjawPZETtleHRuA2FlbQEwAGFkaWQAAAZQ-lTkP3NydGMGYXBwX2lkDzI0NTc5MDgxODk1NTg2OAABp2Zt1olzGV6iUXj0o3cqLELn6icb_zk28Nte0hQg0OwS0Mcs1BA_iaRMvTRo_aem_f6Pno_RHykJdXvOPocQ8LA,fbclid,fbclid,A_wrong_click_id_type,fbclid,Paid,Meta,utm: an/paid-social/add3_leads_bussiness-performance-checking/6943244087591/{{ad_name}}/mr-4920,1,1,6875.0,1787.5,Personal Loan,2026-01-20 06:21:50.000
214677,Iwb21leAPaxAJleHRuA2FlbQEwAGFkaWQAAAZQ-kBf53NydGMGYXBwX2lkDDM1MDY4NTUzMTcyOAABHpffeR-RamfkguEl4SVLQXF22XuNkXrh_nYXwyHkZQttKMGG_RlBCnk8AnZn_aem_Jjf9yWAh2sK1O4_OxaJbgw,fbclid,fbclid,A_wrong_click_id_type,fbclid,Paid,Meta,utm: fb/paid-social/add3_leads_bussiness-performance-checking/6943244088791/{{ad_name}}/mr-4920,0,0,0.0,0.0,Xpress App,2026-01-20 21:32:43.000
1055498,0AAAABB9wW7M1lnRFYEkasW-4418fKTQwS,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Ads,utm: campaign id: 23430737916,1,0,0.0,0.0,Vehicle Loan,2026-01-20 22:36:38.000
214688,0AAAABB9wW7OjKWJjGrjd_H_6mnpaE-BsF,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_brand/kitsap credit union/mr-5116/campaign id: 23379709610,1,1,25.0,1500.0,Xpress App,2026-01-20 22:37:27.000
1055621,4037cf657e1f127cc375a738d90498d0,msclkid,msclkid,A_wrong_click_id_type,msclkid,Paid,Bing,"utm: bing/o/pmkt||bnd||mr-4556||sem||microsoft-ads||prosp||001036/1319416401971446/110840/keyword: ""kitsap credit union""",1,1,16944.79,2372.2706000000003,Vehicle Loan,2026-01-21 04:44:50.000
214724,0AAAABB9wW7N_S7Zwv1yFuyT5jC6gJ2-c7,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Ads,utm: campaign id: 23430742242,0,0,0.0,0.0,Xpress App,2026-01-21 14:30:18.000
214748,a572e7032a0f121520268e6ee826320e,msclkid,msclkid,A_wrong_click_id_type,msclkid,Paid,Bing,utm: bing/sem/kcu_-_personal_-_non-brand_-_clallam/new bank account,1,1,15000.0,1500.0,Xpress App,2026-01-21 18:53:44.000
214755,0AAAABB9wW7NUtPqHUSgC0GMGaWYppsL-Y,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_non-brand_-_clallam/certificate of deposit rates/mr-5191/campaign id: 23371442105,1,1,25000.0,1500.0,Xpress App,2026-01-21 19:53:03.000
1055700,IwY2xjawPXi75leHRuA2FlbQEwAGFkaWQAAAZP5V0ox3NydGMGYXBwX2lkDzI0NTc5MDgxODk1NTg2OAABHs88Ej1XewmjMG1UMQ9AVNBmNuYMs7P6kpj0s9JRbSbMbd5Vc0VZtch0zgn0_aem_2n468evDh77LFN8nFCOqhA,fbclid,fbclid,A_wrong_click_id_type,fbclid,Paid,Meta,utm: an/paid-social/add3_leads_kraken/6937163033591/{{ad_name}}/mr-5065,0,0,0.0,0.0,Personal Loan,2026-01-21 21:19:42.000
214789,0AAAABB9wW7Msocf49aXh57VRZSHVnQvAj,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_brand/kitsap credit union/mr-5116/campaign id: 23228929821,1,1,2000.0,1500.0,Xpress App,2026-01-21 22:15:11.000
1055767,0AAAABB9wW7MleCRYFhyzGcs6K0AqGyMex,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Ads,utm: campaign id: 23430737916,1,0,0.0,0.0,Vehicle Loan,2026-01-21 23:18:03.000
214820,IwY2xjawPdF0pleHRuA2FlbQEwAGFkaWQAAAZQ-lTkP3NydGMGYXBwX2lkDzI0NTc5MDgxODk1NTg2OAABHv2YmALzexNWA9cJF4gcJYDX5gIeuI7JUycW8Aif_pdMADFy9odJhyje7iv6_aem_IYweM0t3Rqup-ftbiFI_Tg,fbclid,fbclid,A_wrong_click_id_type,fbclid,Paid,Meta,utm: an/paid-social/add3_leads_bussiness-performance-checking/6943244087591/{{ad_name}}/mr-4920,1,1,500.0,1500.0,Xpress App,2026-01-22 02:00:12.000
1055858,0AAAABB9wW7NptGN9Bqmzu6x_LVHua94BB,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/pmkt_add3_membership_benefits_mr-5116/mr-5116/campaign id: 23430737916,0,0,0.0,0.0,Personal Loan,2026-01-22 03:17:22.000
214826,0AAAABB9wW7OrY2oJms772gYox24GPMxOW,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/pmkt_add3_become_a_member_mr-5116/mr-5116/campaign id: 23430737916,1,0,0.0,0.0,Xpress App,2026-01-22 03:19:18.000
214830,IwY2xjawPc_FxleHRuA2FlbQEwAGFkaWQAAAZQ-lPn53NydGMGYXBwX2lkDzI0NTc5MDgxODk1NTg2OAABHsGzmuF4Pi295VjHl3zTKorQAUejnjgWsOZra42sdFrcMKtoD8QrFheECLbO_aem_671RSU3WNkT8lh7XwZR_5g,fbclid,fbclid,A_wrong_click_id_type,fbclid,Paid,Meta,utm: an/paid-social/add3_leads_bussiness-performance-checking/6943244088791/{{ad_name}}/mr-4920,1,1,25.0,1500.0,Xpress App,2026-01-22 04:11:05.000
1055865,0AAAABB9wW7OrY2oJms772gYox24GPMxOW,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Ads,utm: campaign id: 23430737916,1,1,2000.0,520.0,Personal Loan,2026-01-22 04:15:38.000
1055873,IwY2xjawPdJqFleHRuA2FlbQEwAGFkaWQAAAZQ-lQyH3NydGMGYXBwX2lkDzI0NTc5MDgxODk1NTg2OAABHoM6NfGyaiK69vAN9fbhag5ze2j_d4zIUxTEjZwsY6fYvm1BlLLEEpLhVG8a_aem_JeZZ7IjT4bHA4Cfru63nsw,fbclid,fbclid,A_wrong_click_id_type,fbclid,Paid,Meta,utm: an/paid-social/add3_leads_bussiness-performance-checking/6943244087591/{{ad_name}}/mr-4920,1,1,15000.0,3900.0,Personal Loan,2026-01-22 15:07:29.000
214842,0AAAABB9wW7MYGNK9Wpinp3Cehl7srcYDm,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_brand/kitsap credit union/mr-5116/campaign id: 23228929821,1,1,30.0,1500.0,Xpress App,2026-01-22 16:38:15.000
1055901,7ec5dfb4c4c01ccac2b6b6c6af5ba8ce,msclkid,msclkid,A_wrong_click_id_type,msclkid,Paid,Bing,utm: bing/sem/kcu_-_personal_-_brand/kitsap credit union,1,1,49201.44,6888.201600000001,Vehicle Loan,2026-01-22 18:41:21.000
1055904,IwY2xjawPembxleHRuA2FlbQEwAGFkaWQAAAZP5V1wp3NydGMGYXBwX2lkDzI0NTc5MDgxODk1NTg2OAABHqfMpYBnYvQvSXOgfVV7tUQGcKnrPIeqxbTqS94s7aVjrywUBnxw3B9kVCRu_aem_h9cnIPVRx1fglQi28jMdjA,fbclid,fbclid,A_wrong_click_id_type,fbclid,Paid,Meta,utm: an/paid-social/add3_leads_kraken/6937163033791/{{ad_name}}/mr-5065,1,1,18000.0,8820.0,Credit Card,2026-01-22 18:48:16.000
214858,0AAAABB9wW7OaIogXbtHr58eETLYf2rbzQ,gbraid,gbraid,A_wrong_click_id_type,gbraid,Paid,Google Search,utm: google/sem/kcu_-_personal_-_non-brand_-_clallam/online banking/mr-5191/campaign id: 23371442105,0,0,0.0,0.0,Xpress App,2026-01-22 19:25:47.000
