campaign_id,apps,approved,funded,production,value,cpf,avg_funded_value
12023165780,0.0,0.0,0.0,0.0,0.0,0,0.0
12023283170,1.5,0.0,0.0,0.0,0.0,0,0.0
12636826791,4.0,0.3,0.0,0.0,0.0,0,0.0
12636826795,0.0,0.0,0.0,0.0,0.0,0,0.0
13150183786,0.0,0.0,0.0,0.0,0.0,0,0.0
13183169127,4.0,0.3,0.0,0.0,0.0,0,0.0
13194164019,11.5,1.5,1.2,12060.0,1800.0,0,1500.0
13216154476,2.5,0.0,0.0,0.0,0.0,0,0.0
13216154789,4.0,0.3,0.0,0.0,0.0,0,0.0
13260134942,1.5,0.0,0.0,0.0,0.0,0,0.0
13260135255,0.0,0.0,0.0,0.0,0.0,0,0.0
13282125173,0.0,0.0,0.0,0.0,0.0,0,0.0
14271227318,2.5,0.0,0.0,0.0,0.0,0,0.0
15151349221,2.5,0.0,0.0,0.0,0.0,0,0.0
21059622369,0.0,0.0,0.0,0.0,0.0,0,0.0
21528306460,2.5,0.0,0.0,0.0,0.0,0,0.0
22389622764,1.5,0.0,0.0,0.0,0.0,0,0.0
22969669422,0.0,0.0,0.0,0.0,0.0,0,0.0
23143113093,0.0,0.0,0.0,0.0,0.0,0,0.0
23148375287,1.5,0.0,0.0,0.0,0.0,0,0.0
23148377033,2.5,0.3,0.0,0.0,0.0,0,0.0
23152814605,1.5,0.0,0.0,0.0,0.0,0,0.0
23152816255,2.5,1.2,0.3,0.0,450.0,0,1500.0
23152818937,6.5,0.3,0.0,0.0,0.0,0,0.0
23152820584,5.0,2.5,2.2,84.38,3300.0,0,1500.0
23152822237,1.5,0.0,0.0,0.0,0.0,0,0.0
23152822288,1.5,0.0,0.0,0.0,0.0,0,0.0
23152822702,1.5,0.0,0.0,0.0,0.0,0,0.0
23152823251,7.5,2.5,0.3,0.0,450.0,0,1500.0
23152823704,8.5,0.3,0.0,0.0,0.0,0,0.0
23228929821,251.5,5.0,2.5,35491.62,8081.33,0,3232.53
23229263037,0.0,0.0,0.0,0.0,0.0,0,0.0
23238626386,241.5,0.5,0.3,0.0,450.0,0,1500.0
23238626389,65.0,0.3,0.0,0.0,0.0,0,0.0
23273153664,39.0,0.3,0.0,0.0,0.0,0,0.0
23278177841,83.5,1.5,0.3,0.0,450.0,0,1500.0
23278178042,45.0,3.5,3.5,23800.0,6358.33,0,1816.67
23278396982,34.0,0.3,0.0,0.0,0.0,0,0.0
23282449426,96.0,1.5,0.3,0.0,450.0,0,1500.0
23282664394,1.5,0.0,0.0,0.0,0.0,0,0.0
69069679255,160.0,9.0,6.5,49318.75,13260.0,0,2040.0
69100109939,66.0,5.5,5.5,41525.0,8104.8,0,1473.6
69100207737,30.0,0.3,0.0,0.0,0.0,0,0.0
69102901795,11.5,0.3,0.0,0.0,0.0,0,0.0
69102901797,115.0,3.5,2.2,13750.0,3575.0,0,1625.0
69102901799,0.0,0.0,0.0,0.0,0.0,0,0.0
