campaign_id,apps,approved,funded,production,value,cpf,avg_funded_value
12636826791,3.0,0.5,0.0,0.0,0.0,0,0.0
13183169127,3.0,0.5,0.0,0.0,0.0,0,0.0
13194164019,12.0,1.0,0.5,0.0,500.0,0,1000.0
13216154476,0.0,0.0,0.0,0.0,0.0,0,0.0
13216154789,5.0,0.5,0.0,0.0,0.0,0,0.0
13260134942,0.0,0.0,0.0,0.0,0.0,0,0.0
14271227318,3.0,0.0,0.0,0.0,0.0,0,0.0
15151349221,2.0,0.0,0.0,0.0,0.0,0,0.0
21528306460,2.0,0.0,0.0,0.0,0.0,0,0.0
22389622764,0.0,0.0,0.0,0.0,0.0,0,0.0
23143113093,2.0,0.0,0.0,0.0,0.0,0,0.0
23148377033,2.0,0.0,0.0,0.0,0.0,0,0.0
23152818937,0.0,0.0,0.0,0.0,0.0,0,0.0
23152822702,2.0,0.0,0.0,0.0,0.0,0,0.0
23152823251,3.0,0.5,0.0,0.0,0.0,0,0.0
23152823704,2.0,0.0,0.0,0.0,0.0,0,0.0
23228929821,720.0,26.0,14.0,81730.7,28516.25,0,2036.88
23229263037,18.0,0.5,0.0,0.0,0.0,0,0.0
23238626386,580.0,5.0,3.0,26495.0,5059.3,0,1686.43
23238626389,295.0,6.0,3.0,27187.5,9309.0,0,3103.0
23273153664,15.0,4.0,4.0,10033.33,5733.33,0,1433.33
23278177841,8.0,0.5,0.0,0.0,0.0,0,0.0
23278178042,0.0,0.0,0.0,0.0,0.0,0,0.0
23278396982,95.0,3.0,2.0,10000.0,3000.0,0,1500.0
23282449426,55.0,2.0,0.5,0.0,750.0,0,1500.0
23282664394,14.0,0.5,0.0,0.0,0.0,0,0.0
23355881198,14.0,0.5,0.0,0.0,0.0,0,0.0
23371442105,24.0,0.5,0.0,0.0,0.0,0,0.0
23379709610,280.0,4.0,1.5,15000.0,2250.0,0,1500.0
23390869145,0.0,0.0,0.0,0.0,0.0,0,0.0
69069679255,15.0,3.0,2.5,18117.5,4407.08,0,1762.83
69100109939,22.0,4.0,4.0,12917.97,6889.63,0,1722.41
69100207737,11.0,2.0,1.5,34500.0,2250.0,0,1500.0
69102901795,48.0,3.0,1.5,10500.0,2730.0,0,1820.0
69102901797,165.0,2.0,0.5,0.0,750.0,0,1500.0
69299123463,58.0,2.0,0.5,0.0,750.0,0,1500.0
69299123495,26.0,2.0,1.5,37.5,2250.0,0,1500.0
69371630335,72.0,2.0,0.5,0.0,750.0,0,1500.0
69371630337,56.0,0.5,0.0,0.0,0.0,0,0.0
