campaign_id,apps,approved,funded,production,value,cpf,avg_funded_value
12636826791,2.5,0.3,0.0,0.0,0.0,0,0.0
13183169127,2.5,1.2,1.2,14400.0,3744.0,0,3120.0
13194164019,10.0,1.5,1.5,25417.19,3558.41,0,2372.27
13216154789,4.0,0.3,0.0,0.0,0.0,0,0.0
13260134942,0.0,0.0,0.0,0.0,0.0,0,0.0
14271227318,4.0,0.3,0.0,0.0,0.0,0,0.0
15151349221,0.0,0.0,0.0,0.0,0.0,0,0.0
22389622764,0.0,0.0,0.0,0.0,0.0,0,0.0
23152814605,0.0,0.0,0.0,0.0,0.0,0,0.0
23152822237,0.0,0.0,0.0,0.0,0.0,0,0.0
23228929821,562.0,36.0,16.5,161753.4,65589.79,0,3975.14
23229263037,35.0,0.5,0.3,0.0,450.0,0,1500.0
23238626386,216.0,3.0,1.5,750.0,2250.0,0,1500.0
23238626389,146.0,3.0,1.5,1875.0,918.75,0,612.5
23273153664,1.5,0.0,0.0,0.0,0.0,0,0.0
23278396982,60.5,1.5,1.5,150.0,2250.0,0,1500.0
23282449426,0.0,0.0,0.0,0.0,0.0,0,0.0
23282664394,32.5,2.5,2.2,168.75,3300.0,0,1500.0
23355881198,20.0,1.5,0.3,0.0,450.0,0,1500.0
23371442105,262.0,4.0,2.5,31875.0,3750.0,0,1500.0
23379709610,302.0,6.0,3.5,84384.34,15607.37,0,4459.25
23390869145,26.5,0.5,0.0,0.0,0.0,0,0.0
23430737916,166.0,10.5,4.0,24266.67,4693.33,0,1173.33
23430738639,1.5,0.0,0.0,0.0,0.0,0,0.0
23430742242,4.0,0.0,0.0,0.0,0.0,0,0.0
23435834843,100.5,0.5,0.0,0.0,0.0,0,0.0
23438594629,18.5,0.3,0.0,0.0,0.0,0,0.0
23440318735,8.5,0.0,0.0,0.0,0.0,0,0.0
69100207737,11.5,0.3,0.0,0.0,0.0,0,0.0
69102901795,3.0,0.0,0.0,0.0,0.0,0,0.0
69102901797,3.0,0.0,0.0,0.0,0.0,0,0.0
69299123463,80.5,1.5,1.2,31.25,1800.0,0,1500.0
69299123495,44.5,2.5,2.2,6600.0,3300.0,0,1500.0
69371630335,87.0,5.5,4.5,50166.24,12272.27,0,2727.17
69371630337,69.0,4.5,4.5,45281.25,17409.38,0,3868.75
69432440875,72.5,4.5,4.5,47671.88,19181.25,0,4262.50
69432440887,78.0,10.0,4.5,31111.60,9464.90,0,2103.31
