campaign_id,apps,approved,funded,production,value,cpf,avg_funded_value
12636826791,2.0,0.0,0.0,0.0,0.0,0,0.0
13183169127,2.0,0.0,0.0,0.0,0.0,0,0.0
13194164019,8.0,0.0,0.0,0.0,0.0,0,0.0
13216154476,0.0,0.0,0.0,0.0,0.0,0,0.0
13216154789,3.0,0.0,0.0,0.0,0.0,0,0.0
13260134942,0.0,0.0,0.0,0.0,0.0,0,0.0
14271227318,2.0,0.0,0.0,0.0,0.0,0,0.0
15151349221,1.0,0.0,0.0,0.0,0.0,0,0.0
21528306460,1.0,0.0,0.0,0.0,0.0,0,0.0
22389622764,0.0,0.0,0.0,0.0,0.0,0,0.0
23143113093,1.0,0.0,0.0,0.0,0.0,0,0.0
23148377033,1.0,0.0,0.0,0.0,0.0,0,0.0
23152818937,0.0,0.0,0.0,0.0,0.0,0,0.0
23152822702,1.0,0.0,0.0,0.0,0.0,0,0.0
23152823251,2.0,0.0,0.0,0.0,0.0,0,0.0
23152823704,1.0,0.0,0.0,0.0,0.0,0,0.0
23228929821,853.0,32.0,19.0,111016.81,38747.5,0,2039.342105263158
23229263037,11.0,0.0,0.0,0.0,0.0,0,0.0
23238626386,458.0,3.0,2.0,17663.33,3372.8662000000004,0,1686.4331000000002
23238626389,230.0,4.0,2.0,18125.0,6206.0,0,3103.0
23273153664,10.0,3.0,3.0,7525.0,4300.0,0,1433.3333333333333
23278177841,5.0,0.0,0.0,0.0,0.0,0,0.0
23278178042,0.0,0.0,0.0,0.0,0.0,0,0.0
23278396982,70.0,2.0,1.0,5000.0,1500.0,0,1500.0
23282449426,41.0,1.0,0.0,0.0,0.0,0,0.0
23282664394,9.0,0.0,0.0,0.0,0.0,0,0.0
23355881198,9.0,0.0,0.0,0.0,0.0,0,0.0
23371442105,16.0,0.0,0.0,0.0,0.0,0,0.0
23379709610,220.0,3.0,1.0,10000.0,1500.0,0,1500.0
23390869145,0.0,0.0,0.0,0.0,0.0,0,0.0
69069679255,10.0,2.0,2.0,14494.0,3525.66,0,1762.83
69100109939,15.0,3.0,3.0,9688.48,5167.2248,0,1722.4082666666666
69100207737,7.0,1.0,1.0,23000.0,1500.0,0,1500.0
69102901795,37.0,2.0,1.0,7000.0,1820.0,0,1820.0
69102901797,129.0,1.0,0.0,0.0,0.0,0,0.0
69299123463,44.0,1.0,0.0,0.0,0.0,0,0.0
69299123495,18.0,1.0,1.0,25.0,1500.0,0,1500.0
69371630335,53.0,1.0,0.0,0.0,0.0,0,0.0
69371630337,42.0,0.0,0.0,0.0,0.0,0,0.0
