campaign_id,apps,approved,funded,production,value,cpf,avg_funded_value
13194164019,0.0,0.0,0.0,0.0,0.0,0,0
13216154789,1.0,0.0,0.0,0.0,0.0,0,0
14271227318,1.0,0.0,0.0,0.0,0.0,0,0
23228929821,31.0,1.0,0.0,0.0,0.0,0,0
23229263037,7.0,0.0,0.0,0.0,0.0,0,0
23238626386,7.0,0.0,0.0,0.0,0.0,0,0
23238626389,9.0,0.0,0.0,0.0,0.0,0,0
23278396982,1.0,0.0,0.0,0.0,0.0,0,0
23282664394,3.0,0.0,0.0,0.0,0.0,0,0
23355881198,3.0,0.0,0.0,0.0,0.0,0,0
23371442105,13.0,0.0,0.0,0.0,0.0,0,0
23379709610,19.0,0.0,0.0,0.0,0.0,0,0
23390869145,3.0,0.0,0.0,0.0,0.0,0,0
23434304363,36.0,0.0,0.0,0.0,0.0,0,0
23435834843,1.0,0.0,0.0,0.0,0.0,0,0
23438594629,4.0,0.0,0.0,0.0,0.0,0,0
69432440875,2.0,0.0,0.0,0.0,0.0,0,0
69432440887,1.0,0.0,0.0,0.0,0.0,0,0
