campaign_id,apps,approved,funded,production,value,cpf,avg_funded_value
12023165780,0.0,0.0,0.0,0.0,0.0,0,0.0
12023283170,2.0,0.0,0.0,0.0,0.0,0,0.0
12636826791,5.0,0.5,0.0,0.0,0.0,0,0.0
12636826795,0.0,0.0,0.0,0.0,0.0,0,0.0
13150183786,0.0,0.0,0.0,0.0,0.0,0,0.0
13183169127,5.0,0.5,0.0,0.0,0.0,0,0.0
13194164019,14.0,2.0,1.5,15075.0,2250.0,0,1500.0
13216154476,3.0,0.0,0.0,0.0,0.0,0,0.0
13216154789,5.0,0.5,0.0,0.0,0.0,0,0.0
13260134942,2.0,0.0,0.0,0.0,0.0,0,0.0
13260135255,0.0,0.0,0.0,0.0,0.0,0,0.0
13282125173,0.0,0.0,0.0,0.0,0.0,0,0.0
14271227318,3.0,0.0,0.0,0.0,0.0,0,0.0
15151349221,3.0,0.0,0.0,0.0,0.0,0,0.0
21059622369,0.0,0.0,0.0,0.0,0.0,0,0.0
21528306460,3.0,0.0,0.0,0.0,0.0,0,0.0
22389622764,2.0,0.0,0.0,0.0,0.0,0,0.0
22969669422,0.0,0.0,0.0,0.0,0.0,0,0.0
23143113093,0.0,0.0,0.0,0.0,0.0,0,0.0
23148375287,2.0,0.0,0.0,0.0,0.0,0,0.0
23148377033,3.0,0.5,0.0,0.0,0.0,0,0.0
23152814605,2.0,0.0,0.0,0.0,0.0,0,0.0
23152816255,3.0,1.5,0.5,0.0,750.0,0,1500.0
23152818937,8.0,0.5,0.0,0.0,0.0,0,0.0
23152820584,6.0,3.0,2.5,93.75,3750.0,0,1500.0
23152822237,2.0,0.0,0.0,0.0,0.0,0,0.0
23152822288,2.0,0.0,0.0,0.0,0.0,0,0.0
23152822702,2.0,0.0,0.0,0.0,0.0,0,0.0
23152823251,9.0,3.0,0.5,0.0,750.0,0,1500.0
23152823704,10.0,0.5,0.0,0.0,0.0,0,0.0
23228929821,230.0,4.0,2.0,28393.29,6465.06,0,3232.53
23229263037,0.0,0.0,0.0,0.0,0.0,0,0.0
23238626386,275.0,1.0,0.5,0.0,750.0,0,1500.0
23238626389,75.0,0.5,0.0,0.0,0.0,0,0.0
23273153664,45.0,0.5,0.0,0.0,0.0,0,0.0
23278177841,95.0,2.0,0.5,0.0,750.0,0,1500.0
23278178042,52.0,4.0,4.0,27200.0,7266.67,0,1816.67
23278396982,40.0,0.5,0.0,0.0,0.0,0,0.0
23282449426,110.0,2.0,0.5,0.0,750.0,0,1500.0
23282664394,2.0,0.0,0.0,0.0,0.0,0,0.0
69069679255,180.0,10.0,7.0,53112.5,14280.0,0,2040.0
69100109939,75.0,6.0,6.0,45300.0,8841.6,0,1473.6
69100207737,35.0,0.5,0.0,0.0,0.0,0,0.0
69102901795,14.0,0.5,0.0,0.0,0.0,0,0.0
69102901797,130.0,4.0,2.5,15625.0,4062.5,0,1625.0
69102901799,0.0,0.0,0.0,0.0,0.0,0,0.0
