campaign_id,apps,approved,funded,production,value,cpf,avg_funded_value
12023165780,0.0,0.0,0.0,0.0,0.0,0,0.0
12023283170,1.0,0.0,0.0,0.0,0.0,0,0.0
12636826791,3.0,0.0,0.0,0.0,0.0,0,0.0
12636826795,0.0,0.0,0.0,0.0,0.0,0,0.0
13150183786,0.0,0.0,0.0,0.0,0.0,0,0.0
13183169127,3.0,0.0,0.0,0.0,0.0,0,0.0
13194164019,9.0,1.0,1.0,10050.0,1500.0,0,1500.0
13216154476,2.0,0.0,0.0,0.0,0.0,0,0.0
13216154789,3.0,0.0,0.0,0.0,0.0,0,0.0
13260134942,1.0,0.0,0.0,0.0,0.0,0,0.0
13260135255,0.0,0.0,0.0,0.0,0.0,0,0.0
13282125173,0.0,0.0,0.0,0.0,0.0,0,0.0
14271227318,2.0,0.0,0.0,0.0,0.0,0,0.0
15151349221,2.0,0.0,0.0,0.0,0.0,0,0.0
21059622369,0.0,0.0,0.0,0.0,0.0,0,0.0
21528306460,2.0,0.0,0.0,0.0,0.0,0,0.0
22389622764,1.0,0.0,0.0,0.0,0.0,0,0.0
22969669422,0.0,0.0,0.0,0.0,0.0,0,0.0
23143113093,0.0,0.0,0.0,0.0,0.0,0,0.0
23148375287,1.0,0.0,0.0,0.0,0.0,0,0.0
23148377033,2.0,0.0,0.0,0.0,0.0,0,0.0
23152814605,1.0,0.0,0.0,0.0,0.0,0,0.0
23152816255,2.0,1.0,0.0,0.0,0.0,0,0.0
23152818937,5.0,0.0,0.0,0.0,0.0,0,0.0
23152820584,4.0,2.0,2.0,75.0,3000.0,0,1500.0
23152822237,1.0,0.0,0.0,0.0,0.0,0,0.0
23152822288,1.0,0.0,0.0,0.0,0.0,0,0.0
23152822702,1.0,0.0,0.0,0.0,0.0,0,0.0
23152823251,6.0,2.0,0.0,0.0,0.0,0,0.0
23152823704,7.0,0.0,0.0,0.0,0.0,0,0.0
23228929821,273.0,6.0,3.0,42589.94,9697.5916,0,3232.530533333333
23229263037,0.0,0.0,0.0,0.0,0.0,0,0.0
23238626386,208.0,0.0,0.0,0.0,0.0,0,0.0
23238626389,55.0,0.0,0.0,0.0,0.0,0,0.0
23273153664,33.0,0.0,0.0,0.0,0.0,0,0.0
23278177841,72.0,1.0,0.0,0.0,0.0,0,0.0
23278178042,38.0,3.0,3.0,20400.0,5450.0,0,1816.6666666666667
23278396982,28.0,0.0,0.0,0.0,0.0,0,0.0
23282449426,82.0,1.0,0.0,0.0,0.0,0,0.0
23282664394,1.0,0.0,0.0,0.0,0.0,0,0.0
69069679255,140.0,8.0,6.0,45525.0,12240.0,0,2040.0
69100109939,57.0,5.0,5.0,37750.0,7368.0,0,1473.6
69100207737,25.0,0.0,0.0,0.0,0.0,0,0.0
69102901795,9.0,0.0,0.0,0.0,0.0,0,0.0
69102901797,100.0,3.0,2.0,12500.0,3250.0,0,1625.0
69102901799,0.0,0.0,0.0,0.0,0.0,0,0.0
