campaign_id,apps,approved,funded,production,value,cpf,avg_funded_value
12636826791,2.0,0.0,0.0,0.0,0.0,0,0.0
13183169127,2.0,1.0,1.0,12000.0,3120.0,0,3120.0
13194164019,8.0,1.0,1.0,16944.79,2372.2706000000003,0,2372.2706000000003
13216154789,3.0,0.0,0.0,0.0,0.0,0,0.0
13260134942,0.0,0.0,0.0,0.0,0.0,0,0.0
14271227318,3.0,0.0,0.0,0.0,0.0,0,0.0
15151349221,0.0,0.0,0.0,0.0,0.0,0,0.0
22389622764,0.0,0.0,0.0,0.0,0.0,0,0.0
23152814605,0.0,0.0,0.0,0.0,0.0,0,0.0
23152822237,0.0,0.0,0.0,0.0,0.0,0,0.0
23228929821,604.0,40.0,19.0,186442.6,75526.8718,0,3975.0985157894734
23229263037,28.0,0.0,0.0,0.0,0.0,0,0.0
23238626386,187.0,2.0,1.0,500.0,1500.0,0,1500.0
23238626389,124.0,2.0,1.0,1250.0,612.5,0,612.5
23273153664,1.0,0.0,0.0,0.0,0.0,0,0.0
23278396982,49.0,1.0,1.0,100.0,1500.0,0,1500.0
23282449426,0.0,0.0,0.0,0.0,0.0,0,0.0
23282664394,27.0,2.0,2.0,150.0,3000.0,0,1500.0
23355881198,16.0,1.0,0.0,0.0,0.0,0,0.0
23371442105,229.0,3.0,2.0,25500.0,3000.0,0,1500.0
23379709610,324.0,7.0,4.0,96439.24,17836.9936,0,4459.2484
23390869145,21.0,0.0,0.0,0.0,0.0,0,0.0
23430737916,147.0,9.0,3.0,18200.0,3520.0,0,1173.3333333333333
23430738639,1.0,0.0,0.0,0.0,0.0,0,0.0
23430742242,3.0,0.0,0.0,0.0,0.0,0,0.0
23435834843,86.0,0.0,0.0,0.0,0.0,0,0.0
23438594629,15.0,0.0,0.0,0.0,0.0,0,0.0
23440318735,7.0,0.0,0.0,0.0,0.0,0,0.0
69100207737,9.0,0.0,0.0,0.0,0.0,0,0.0
69102901795,2.0,0.0,0.0,0.0,0.0,0,0.0
69102901797,2.0,0.0,0.0,0.0,0.0,0,0.0
69299123463,69.0,1.0,1.0,25.0,1500.0,0,1500.0
69299123495,37.0,2.0,2.0,6000.0,3000.0,0,1500.0
69371630335,76.0,5.0,4.0,44629.15,10908.081,0,2727.02025
69371630337,60.0,4.0,4.0,40250.0,15455.0,0,3863.75
69432440875,63.0,4.0,4.0,42375.0,16987.5,0,4246.875
69432440887,68.0,9.0,4.0,27654.71,8413.1594,0,2103.28985
