campaign_id,campaign_name,ad_group_id,ad_group_name,keyword,match_type,impressions,clicks,cost,conversions
23228929821,KCU - Personal - Brand,185493406462,Banking Location,kitsap credit union belfair,PHRASE,11,1,0.69,0.0
23228929821,KCU - Personal - Brand,185493406462,Banking Location,kitsap credit union branches,PHRASE,31,8,12.98,2.0
23228929821,KCU - Personal - Brand,185493406462,Banking Location,kitsap credit union bremerton,PHRASE,46,9,6.6,4.0
23228929821,KCU - Personal - Brand,185493406462,Banking Location,kitsap credit union gig harbor,PHRASE,25,2,1.6400000000000001,1.0
23228929821,KCU - Personal - Brand,185493406462,Banking Location,kitsap credit union kingston,PHRASE,20,5,3.8800000000000003,0.723879
23228929821,KCU - Personal - Brand,185493406462,Banking Location,kitsap credit union locations,PHRASE,41,4,5.46,6.0
23228929821,KCU - Personal - Brand,185493406462,Banking Location,kitsap credit union near me,PHRASE,38,11,12.92,5.0
23228929821,KCU - Personal - Brand,185493406462,Banking Location,kitsap credit union port hadlock,PHRASE,2,0,0.0,0.0
23228929821,KCU - Personal - Brand,185493406462,Banking Location,kitsap credit union port orchard,PHRASE,122,29,13.701113000000001,8.859164
23228929821,KCU - Personal - Brand,185493406462,Banking Location,kitsap credit union port townsend,PHRASE,55,15,6.823274,0.0
23228929821,KCU - Personal - Brand,185493406462,Banking Location,kitsap credit union poulsbo,PHRASE,36,3,2.83,2.0
23228929821,KCU - Personal - Brand,185493406462,Banking Location,kitsap credit union puyallup,PHRASE,5,1,1.94,1.0
23228929821,KCU - Personal - Brand,185493406462,Banking Location,kitsap credit union silverdale,PHRASE,141,27,16.857327,5.0
23228929821,KCU - Personal - Brand,185493406502,General Banking,kitsap community credit union,PHRASE,20,2,0.27,0.0
23228929821,KCU - Personal - Brand,185493406502,General Banking,kitsap credit union,PHRASE,7067,2538,241.188698,155.194709
23228929821,KCU - Personal - Brand,185493406502,General Banking,kitsap credit union online banking,PHRASE,15,3,1.6603050000000001,1.0
23228929821,KCU - Personal - Brand,185493406502,General Banking,kitsap cu,PHRASE,120,28,8.229438,1.0
23228929821,KCU - Personal - Brand,185493406502,General Banking,kitsap federal credit union,PHRASE,85,32,6.5447679999999995,4.0
23228929821,KCU - Personal - Brand,185493406542,Personal Banking,kitsap credit union banking,PHRASE,24,6,3.71,1.0
23228929821,KCU - Personal - Brand,185493406542,Personal Banking,kitsap credit union rates,PHRASE,17,2,1.3399999999999999,1.0
23238626386,KCU - Personal - NB,185493406702,General Banking,better bank account,PHRASE,21,0,0.0,0.0
23238626386,KCU - Personal - NB,185493406702,General Banking,credit union,PHRASE,417,12,89.43131799999999,2.0
23238626386,KCU - Personal - NB,185493406702,General Banking,online banking,PHRASE,84,8,212.061624,1.0
23238626386,KCU - Personal - NB,185493406702,General Banking,open bank account,PHRASE,165,12,325.553676,3.0
23238626386,KCU - Personal - NB,185493406702,General Banking,open checking account online,PHRASE,2,0,0.0,0.0
23238626386,KCU - Personal - NB,185493406702,General Banking,start bank account,PHRASE,3,0,0.0,0.0
23238626386,KCU - Personal - NB,185493406742,Digital Accounts,mobile banking,PHRASE,15,2,63.61,0.0
23238626386,KCU - Personal - NB,185493406742,Digital Accounts,online bank,PHRASE,26,0,0.0,0.0
23238626386,KCU - Personal - NB,185493406742,Digital Accounts,online banking,PHRASE,23,0,0.0,0.0
23238626386,KCU - Personal - NB,185493406742,Digital Accounts,online only bank account,PHRASE,5,1,56.53,0.0
23238626386,KCU - Personal - NB,185493406742,Digital Accounts,open bank account online,PHRASE,2,0,0.0,0.0
23238626386,KCU - Personal - NB,185493406782,Checking Accounts,free checking account,PHRASE,1,0,0.0,0.0
